Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVT50069;The City of Niiz Kan;;;;;;;;;;;;;x
EVTDESC50069;Niiz Kan is the premier Gashdzii trading port in the west of Kovazh. Established by Ishnapt Tea Company charter in 1160, its key figure is intrepid Bida Kazak, a trader originally based in the island of Rouxaem. Kazak settled a fertile stretch of coast with a hope to plant his own tea crops - he married a local Chobaji heiress and added to his fortune a number of large estates nearby. Shockingly, he and his wife both were buried after the fashion of the Vewugist. A community began to grow around this settlement, attracting goods brought down the coastal road. Until 1221, however, the main Gashdzii trading settlement in the area, Anzhapt, was on the southern delta, but in 1221 the new Emperor declared the expulsion of all foreigners from the delta, and riotous violence drove many Gashdzii north, eventually to hybrid Niiz Kan. The city survived the failure of the Ishapt Tea Company in 1241, and was given a responsible government by the Parliament in Nozho.;;;;;;;;;;;;;x
EVT50070;Decline of Former Treaty Port;;;;;;;;;;;;;x
EVTDESC50070;Our recent acquisition of a city once owned by overseas powers with exclusive trade charters has caused a regrettable, but not unexpected decline in the trading power of that city. Our proximity to this land, and the revocation of exclusivity charters has effectively removed whatever value was generated by these special privileges. The region has now shifted its production and exports to only local goods.;;;;;;;;;;;;;x
EVTOPTA50070;Well, it was to be expected...;;;;;;;;;;;;;x
EVT50071;Booming Treaty Port;;;;;;;;;;;;;x
EVTDESC50071;Since we have acquired a certain treaty port on foreign shores, it has now become a booming trading metropolis! It houses vast amounts of merchants, longshoremen, keelmen, factors, agents, secretaries, and other attendants of the shipping trade who work to pull value and goods out of the continental interior. Its proud warehouses owned companies around the world gleam bright in the sun, its great docks boast of ships from all around the world, and, above all, it generates lucrative revenue.;;;;;;;;;;;;;x
EVTOPTA50070;Excellent!;;;;;;;;;;;;;x
EVT50072;The Kovazh Carrying Trade;;;;;;;;;;;;;x
EVTDESC50072;The lands of east Kofazh are dominated by the two great Momurist empires: Imperial Qooxib and aristocratic Ourrhond. These two lands are some of the most populous states in the world, and the great rivers they lie upon, most primarily the Caigur in Ourrhond and Vetchk in Qooxib, are home to huge markets of diverse goods. While not yielding the prime silks and teas of the monsoon ridden west, the torrid lands of the east yield strange fruits, fine pelts, mountains of spindleweed, well-spun cloths, sturdy and elegant furniture and pottery, and many ornate luxuries. These lovely goods are much coveted by the people of Ishahfazh, and our ports in the south east are great trading hubs for this wonderfully profitably carrying trade. Recently, in fact, it seems this trade is booming!;;;;;;;;;;;;;x
EVTOPTA50072;Oh - Haul, boys, haul!;;;;;;;;;;;;;x
EVT50073;The Good Old Ishnapt Tea Trade;;;;;;;;;;;;;x
EVTDESC50073;The Great Ishnapt Ocean, the largest on our planet, brings temperate rainstorms to the coasts of the southern continent, Kovazh. Drenched in warm mist, the rolling plains grow the finest tea known to the world. For centuries Ishahfazi merchants have been crossing the Zhibom, the calm shallow sea ringed by the great continents, to the lands of the Chobajhi and the Ftemioq for tea. Our outposts on the western coasts, recently, have been thriving: the tea trade seems to be booming, and our agents and factors can’t find enough tea in the mainland to meet the consumer demand for this fine tea at home and abroad!;;;;;;;;;;;;;x
EVT50073OPTA;The song goes: Sirrah, we brough' ten tonnes of tea to Nozho from Nhanavu...;;;;;;;;;;;;;x
EVTNAME50074;Debates about Yokerism!;;;;;;;;;;;;;x
EVTDESC50074;Amidst the political chaos afflicting our country, we have enough trouble keeping the rowdy masses in line, without the recent developments in the public sphere. A number of dissident and radical intellectuals seemed to have embraced free yoker agitation, and have publicly called, whether in national newspapers, seditious pamphlets, or learned tomes, for the reform of the state and society. These ideas seem to be leaking into the broader public consciousness whether through bastardized doggerel and pulp literature playing with the concerns of the intellectuals, or chatter between the literati, intermediaries, and the masses in public settings. This seems to have inflamed desire for political reform in our society, and everywhere revolutionaries and yokers can seemingly produce the hazy rudiments of political theory and its language.;;;;;;;;;;;;;x
EVT50074OPTA;Curtial these publications and arrest these godforsaken authors.;;;;;;;;;;;;;x
EVT50074OPTB;What harm can mere words do...?;;;;;;;;;;;;;x
EVTNAME50075;Land of Gold No More;;;;;;;;;;;;;x
EVTDESC50075;For centuries, the land of Mojifa, the ‘Gold Country’, has mined gold for its daily bread. The great mine of Dhâfkmahk ‘Mahk’s Kettle’ (it is believed ‘Mahk’ was a indigenous pagan word for the devil from long ago) yielded for nearly six centuries a steady flow of gold. It was this gold that garnished the royal jewels of the emperor in Pashdzii, the thrones of the great castellans of Vokonazh, and gave the goldsmiths of Mojifa a superb reputation. Indeed, the coins minted in the Dhâfkmahk area gave their name to the Gashdzii language’s standard word for coin through their prolific usage: Dhâmahk. But in recent years, things have looked grim. The small lodes have grown smaller, and new shafts opened up seem to be dry of gold. Indeed, there has been a recent saying in the area: ‘the kettle no longer sings’. And now the worst has happened: House Dhâfk has closed their shops, told all the workers to seek other work, and are seeking a buyer for this empty land.;;;;;;;;;;;;;x
EVT50075OPTA;O, Buzzamnan, Divine Lady of Fortune, thou turnst thy wheel blindly!;;;;;;;;;;;;;x
EVTNAME50076;A Scheme to End Foreign Impositions;;;;;;;;;;;;;x
EVTDESC50076;Throughout our history our great wealth has attracted many foreigners to trade in our lands, and throughout history we have been convinced or, recently, been forced to give the most powerful among them concessions to build fortresses, control ports, and dispense justice in their districts within our patrimony. This has for centuries never been much of a concern to our elite: we grant our diverse subjects many privileges, and concessions to foreign merchants has just been an accommodation to what was, in the eyes of our state, another sort of subject. However, in recent years our people have rankled at the imposition of these trading posts. As we learn more about the global economy and the states of the foreign powers, it now seems a humiliation to have granted concessions. A number of patriotic radicals have thus come to our government with a proposal: provide them with arms and smuggle them into a treaty port, and they will incite a riot and take it over for us!;;;;;;;;;;;;;x
EVT50076OPTA;Excellent, equip them with what they need!;;;;;;;;;;;;;x
EVT50076OPTB;Are you joking? And risk futher imperialist action?;;;;;;;;;;;;;x
EVTNAME50077;Chaos in Kovazh!;;;;;;;;;;;;;x
EVTDESC50077;In our concession territory in the $FROMCOUNTRY$ it seems the unbelievable has happened. What began as seemingly a protest against the treatment of local coolies, developed into a firefight at the state house, and, after some street fighting, rioting, and violence for several hours it seems a collection of agents from $FROMCOUNTRY$ have conspired to control the town and in fact are proclaiming themselves representatives of the $FROMCOUNTRY_ADJ$ government! Our informers and spies in $FROMCOUNTRY$ say that this is indeed very likely the case. The foreign office is livid - we are, they say, basically at war with $FROMCOUNTRY$ and must employ military force to recover our concession, as well as teach them a lesson for their audacity!;;;;;;;;;;;;;x
EVT50077OPTA;This will not go unpunished!;;;;;;;;;;;;;x
EVT50077OPTB;This sounds very expensive to deal with...;;;;;;;;;;;;;x
EVTNAME50078;Dangerous Plots in $FROMCOUNTRY$;;;;;;;;;;;;;x
EVTDESC50078;§RNOTE: This enables demand concession CBs against the large, settled empires of Kovazh, the Qooxib Empire, Ourrhond, the Pusenetos of the Great Khan, the Nhuiqourran Empire, and the Fazhri Chrur, for ALL civilized countries that have the techs Nationalism and Particularism, Machine Guns, and Medicine.§! There has been much consternation in the foreign office recently. Our spies in $FROMCOUNTRY$ have whispered the outline of a plot offered to the $FROMCOUNTRY_ADJ$ government to sneak into one of our treaty concessions and take it over in the name of the state! While we feel reasonably sure that the $FROMCOUNTRY_ADJ$ government declined, this speaks to a much more hostile attitude than is usually felt from the large settled empires of Kovazh. There is talk that the usual policy of ‘informal empire’ in Kovazh must be set aside and we must be willing to wage territorial war in these lands to establish military rule and tightly controlled protectorates. These murmurs seemed to have leaked to our rivals in Ishahfazh, and now there seems to be a building scramble to seize land in Kovazh lest it resist or some other Imperial power gets their hands on it!;;;;;;;;;;;;;x
EVT50078OPTA;By Jingo, we've got devils on all sides of us!;;;;;;;;;;;;;x
EVTNAME50079;Ishahfazhi designs on $COUNTRY$;;;;;;;;;;;;;x
EVTDESC50079;§RNOTE: This enables demand concession CBs against the large, settled empires of Kovazh, the Qooxib Empire, Ourrhond, the Pusenetos of the Great Khan, the Nhuiqourran Empire, and the Fazhri Chrur, for ALL civilized countries that have the techs Nationalism and Particularism, Machine Guns, and Medicine.§! Since our scheme to take over a concession treaty port, things seemed to have taken an alarming turn. Rather than acquiesce to our annexation, the foreigners have declared that they will preserve this leased land as an integral part of their empire, which seems to be far different to the treaty we originally agreed upon. Furthermore, we hear alarming rumors that military and industrial circles across Ishahfazh, observing the conflict, feel that there is both an increasing capacity to wage territorial war in Kovazh, and also a protective need to establish direct control over the continent, rather than the previous policy of indirect rule and spheres of influence. We seem to be entering an existential struggle for the integrity of our state.;;;;;;;;;;;;;x
EVT50079OPTA;The armies of the foreigners will crash upon our shores like waves upon rocks.;;;;;;;;;;;;;x
EVTNAME50080;Military Industrial Interest in Kovazh;;;;;;;;;;;;;x
EVTDESC50080;§RNOTE: This enables demand concession CBs against the large, settled empires of Kovazh, the Qooxib Empire, Ourrhond, the Pusenetos of the Great Khan, the Nhuiqourran Empire, and the Fazhri Chrur, for ALL civilized countries that have the techs Nationalism and Particularism, Machine Guns, and Medicine.§! As our state and society has advanced technologically, one hears increasing talk in military-industrial circles of establishing direct control over the large empires of the Kovan mainland. Typically our war office has avoided even discussing the idea of direct attacks on these powers, citing logistical issues of supplying a large scale land campaign against a powerful overseas foe, but we have now seemingly eclipsed these powers in military capacity. Societies like the $COUNTRY_ADJ$ Kovan Colonisation League, which have recently held a number of symposiums on topics like ‘Spindleweed Growth Opportunities on the Vetchk River’ and have invited a number of lieutenants and other officials to patronise their societies seem to exerting an influence on the thinking of our military establishment.;;;;;;;;;;;;;x
EVT50080OPTA;Something to consider, certainly.;;;;;;;;;;;;;x
EVTNAME50081;Shock and Horror in Kovazh!;;;;;;;;;;;;;x
EVTDESC50081;§RNOTE: This enables demand concession CBs against the large, settled empires of Kovazh, the Qooxib Empire, Ourrhond, the Pusenetos of the Great Khan, the Nhuiqourran Empire, and the Fazhri Chrur, for ALL civilized countries that have the techs Nationalism and Particularism,Machine Guns, and Medicine.§! A couple months ago we decided to cede a leased port back to the Kovan empire that we had it from after an underhanded subterfuge that saw us lose it. Now, however, a few of those merchants we had living there, and indeed much of the former $COUNTRY_ADJ$ expatriate community in the port have communicated to us both the regular tyranny they suffer under this despotic primitive government: floggings, imprisonment, ghastly tortures, and worse, but also of the weakness and poverty of  $FROMCOUNTRY$. Many are saying we have got to wage a proper land military campaign against these barbarians, which has plunged much of Ishahfazh into an annexationist fervor, upon hearing these reports and our rumoured intentions.;;;;;;;;;;;;;x
EVT50081OPTA;Good heavens, we've got to do something! Get the war minister!;;;;;;;;;;;;;x
EVTNAME50082;Success!;;;;;;;;;;;;;x
EVTDESC50082;Very recently we shuffled a number of agents into a previous treaty concession of ours, as part of a bid to recover control of the territory. Shockingly, things seemingly have gone off without a hitch. They staged a riot over the treatment of locals, and managed to drive the foreigners out of the state house. A few days ago they proclaimed themselves representatives of our government, and now we’ve established regular control over these territories again. The community of $FROMCOUNTRY_ADJ$ waits with bated breath about our governance, but many locals seem glad to be returned to our patrimony. ‘Tis a great day for $COUNTRY$.;;;;;;;;;;;;;x
EVT50082OPTA;Hurrah!;;;;;;;;;;;;;x
EVTNAME50083;The Holy Drupe in Sesi;;;;;;;;;;;;;x
EVTDESC50083;The ‘Drupe’ or the Drupe of the Vewug is a gargantuan, rambling temple and palace complex located in Sesi, in the Sublime Veyethu. It is the focal point of the Vewugi religion, being the alleged residence of the Vewug, the powerful spirit worshiped by the Vewugi faithful. It attracts holymen from all parts of the dominion of the Vewug, who spend many years living in the complex, and taking notes on the actions and omens of the Vewug. To stand in vigil and watch for apparitions and signs of the Vewug is typically the purview of initiated holy man, but with the advent of our liberationist government, there are cries from the people to open the Drupe to pilgrims. Intellectuals and anti-magisterialists cry out for the privilege of visiting the great master of the worldly plane, but the traditionalist clergy are dragging their feet and protesting this as an indignity upon their orders and the house of the Vewug. §RNOTE: If Sesi is occupied, foreign powers may burn the Drupe!§!;;;;;;;;;;;;;x
EVT50083OPTA;Let the Drupe be open to the faithful!;;;;;;;;;;;;;x
EVT50083OPTB;The holy men are right. We must curtail the unitiated.;;;;;;;;;;;;;x
EVTNAME50084;Our Developing Economy;;;;;;;;;;;;;x
EVTDESC50084;We are beginning to see notable changes in our economy and consequently our society. The introduction of machines for industrial production has begun to change the way the rest of society organises itself. We are seeing new sets of emerging values among the people of all classes, such as greater consumption levels, emphasis placed on thrift and saving, and new attitudes to goods and marketing. We have also seen the institutionalization of markets: a proliferation of small scale retailers, larger buying and selling firms, and informational periodicals about products. Finally, our government has adapted by showing greater interest in consumer markets. This is, one could believe, the beginning of a dramatic transformation of society. ;;;;;;;;;;;;;x
EVT50084OPTA;I see;;;;;;;;;;;;;x
EVTNAME50085;Our Rapidly Industrialising Economy;;;;;;;;;;;;;x
EVTDESC50085;Society is changing rapidly: in all parts of the world one sees the penetration of mechanised production, mobile capital, and soaring outputs. Every year our country lays down thousands of miles of railway - the tonnage of coal mined is rising exponentially - and every day millions of new bales of cloth are spun. And indeed, for all these things, there is someone to buy it! People clamour for new textiles, coal to warm their hopes, and handsome foreign Nuzhdap carried by steamship. New banking organisations are scrambling to provide capital for new firms which incorporate, under newly permitted limited liability banners, by the day. Society is transforming rapidly, and we are seeing our economy industrialise.;;;;;;;;;;;;;x
EVT50085OPTA;Curious;;;;;;;;;;;;;x
EVTNAME50086;Our Industrialised Economy;;;;;;;;;;;;;x
EVTDESC50086;Our society has undergone a staggering transformation. From a largely agrarian society grounded in pre-modern social and governmental norms, now we are truly seeing the beginning of the modern ‘economic’ hominid. The regular order of the day is mechanised production, and people have even begun to get used to the business cycle and the strange swings of production and demand. People understand how to access local markets, they buy goods, and they aspire to the dream of modern mechanized luxury. The government concerns itself greatly with maintaining the norms of the market and organising industrial production, and ‘efficient management’ is the order of the day. The dictates of the manager, the market, and the economic regulator are casual inputs that shape the institutions and values of our society.;;;;;;;;;;;;;x
EVT50086OPTA;Well, tally-ho boys, well done all around.;;;;;;;;;;;;;x
EVTNAME50087;The $CRISISAREA$ Question;;;;;;;;;;;;;x
EVTDESC50087;The $CRISISAREA$ people languish in chains, it is said. They suffer the greatest tyranny under foreign yoke, and everywhere one finds signs of their subjection. Their country has been dismembered by occupation, and surely it should stir all lovers of justice to support their cause! Recently, in fact, it seems occupied $CRISISAREA$ lands have undergone some severe turmoil. Violence and atrocities between locals and governmental elites seems to have ended in a series of well publicized and particularly grisly massacres. The press across the civilized world is crying out for a resolution to this chaos, and a number of powers are attempting to organise a conference to resolve the $CRISISAREA$ question for the time being.;;;;;;;;;;;;;x
EVT50087OPTA;The mighty $COUNTRY_ADJ$ people will have their voice heard on this matter!;;;;;;;;;;;;;x
EVT50087OPTB;More upstart savages clamoring for recognition? Count us out.;;;;;;;;;;;;;x
EVTNAME50088;The Right to the Familiar;;;;;;;;;;;;;x
EVTDESC50088;The Tehuhrite or ‘Sedentarian’ tradition is generally believed to have begun as an ideological prop from neolithic regimes in the vales of northern Ishahfazh, designed to discourage migration and to consequently promote stable tax registrars. The ‘virtues of the solid man’ were first proclaimed by the Philosopher-King Osjunnet of Gohn-Peth, and his various writings on the topic became the germ of a large corpus of Sedentarian philosophy, primarily focused on the virtues of stability, changelessness, and abstract notions of cosmic harmony and splendor. The Right to the Familiar is a traditional Tehuhrite legal tradition that allows those whose way of life has been disrupted by others, politicians or government officials to appeal to the autonomous legal-religious scholarly community for a verdict on the right to maintain traditional ways of life. With the holy man or scholar’s condemnation of the disruptions, there is usually great pressure to right these wrongs.;;;;;;;;;;;;;x
EVT50088OPTA;May the Land and Sky bless our lands.;;;;;;;;;;;;;x
EVTNAME50089;Islands of Colonial Gofakidzia;;;;;;;;;;;;;x
EVTDESC50089;It’s been a little while now since we settled the Islands south of Gofakidzia, in the ferocious reaches of the Ishnapt Ocean. Nonetheless, some hardy settlers from our metropole have gone all the way to these stormy islands to settle, and have established a few little fishing communities. A vessel that had been traveling through the Ishnapt has recently pulled into $CAPITAL$ and told us a little bit of the goings on there. They tell us of the ferocious storms that come down from the north, and that the settlers and native Mjhm’an (the ‘Bibs’ as our Gashdzii call them) build their fanzas and cottages on the lee sides of the mountains that tower out of these islands. They tell us of the strange, pygmy fatty molluscs that the settlers fish for in the northern waters, and the chewy roots grown there. In sensible Gashdzii fashion, the settlers have taken to calling the Islands ‘Dozmâzhfâ’ and ‘Guzmâzhfâ’, north and south’s land. The Admiralty proposes updating our maps.;;;;;;;;;;;;;x
EVT50089OPTA;Update the charts, sirrah!;;;;;;;;;;;;;x
EVT50089OPTB;The cost of new charts for a silly little bit of pride?;;;;;;;;;;;;;x
EVTDESC50100;It’s been a little while now since we settled the Islands south of Gofakidzia, in the ferocious reaches of the Ishnapt Ocean. Nonetheless, some hardy settlers from our metropole have gone all the way to these stormy islands to settle, and have established a few little fishing communities. A vessel that had been traveling through the Ishnapt has recently pulled into $CAPITAL$ and told us a little bit of the goings on there. They tell us of the ferocious storms that come down from the north, and that the settlers and native Mjhm’an build their fanzas and cottages on the lee sides of the mountains that tower out of these islands. They tell us of the strange, pygmy fatty molluscs that the settlers fish for in the northern waters, and the chewy roots grown there. The local settlers have been calling these places ‘Druboukiru’ (Thundering island’) and ‘Fundrouukiru’ (the ‘Cabbagefruit Islands’, from its abundant growth). The Admiralty proposes updating our maps. ;;;;;;;;;;;;;x
EVT50100OPTA;This should look nicer than native gibberish.;;;;;;;;;;;;;x
EVT50100OPTB;Who's going to look at this place, anyway?;;;;;;;;;;;;;x
EVTNAME50101;The Kovan Incident of $YEAR$;;;;;;;;;;;;;x
EVTDESC50101;The arid Kovan coast is home to a number of petty principalities ruled by braggadocious Rechktists princes. Our merchants typically cross by these coasts when trading with the wealthier powers of the south, and little heed is paid to the Kovan lands, barring a small trade in wool and Ishahfazhi weaponry. Regrettably, however, the Rechtist princes still oppress sailors who wash up on their shores with slavery and worse, and trade them south to the great powers. Things took a poor turn in our relations recently: a redemptorist religious association that was quartered in a Kovan city was forcibly suppressed and the clerics themselves sold into slavery! One man managed to make it back to $CAPITAL$, to tell his tale of horror, and has now got the foreign ministry and the press up in arms! The government thinks it prudent to finally put an end to the slave raiding from these dangerous shores, and the public seems behind them.;;;;;;;;;;;;;x
EVT50101OPTA;Good heavens, we've got to get these savages under order!;;;;;;;;;;;;;x
EVT50101OPTB;All that for some damned hubbub in the wastes...?;;;;;;;;;;;;;x
EVTNAME50102;The Rechktist Menace!;;;;;;;;;;;;;x
EVTDESC50102;We have a number of diminutive possessions on the Kovan Coast, a few ancient old cities garrisoned with shabby soldiers and a few forts to keep the restive tribesmen from causing problems. The principle trouble is that the worshipers of the ‘Bright Eyed God’, the Rechktists, the schismatic Momurists, consider temporal power of the Rechtian faithful religiously important. Willing to go to great lengths to achieve their Gottstaat, we regularly have to engage in small expeditions to suppress extremist anti-imperialists in the bush and hills, and even in desert holdfasts. Recently, we’ve been dealing with a particularly well equipped, sly rebel: Isio x'Emechk, and, to our great alarm, we’ve found that a local independent Kovan lord has been supporting and protecting him! After a recent battle, he fled to the court of this impudent lord, and the colonial governorate and the foreign office are asking that we prosecute the war into these neighbouring lands.;;;;;;;;;;;;;x
EVT50102OPTA;For heaven's sake, we've got to catch him!;;;;;;;;;;;;;x
EVT50102OPTB;And I am sure the foreign minister isn't going to sign the cheque.;;;;;;;;;;;;;x
EVTNAME50103;Expedition to Bafozh;;;;;;;;;;;;;x
EVTDESC50103;The great eastern continent, Bafozh, named so by the Gashdzii term for east - ‘Bafa’ - a pre-Kadkohic vengeful sun god. It is the largest of all six major landmasses and also boasts most of the most impressive natural formations. Marked by its primitive stage of development, empty landscapes, vast mountain ranges, deep valleys, and endless forests, it represents at once opportunity and freedom as well as the great unknown. The current interest in Bafozh, whether topographical, military, anthropological, or scientific merits continuous interest in outfitting exploratory missions to the uncharted interior of the continent. The foreign office and the military high command suggest that we find some likely young captain, a cartographer or two, and some soldiers to send into these lands.;;;;;;;;;;;;;x
EVT50103OPTA;Yes, approved. Next item, minister.;;;;;;;;;;;;;x
EVT50103OPTB;No, minister, we cannot indulge your interest in adventure stories.;;;;;;;;;;;;;x
EVTNAME50104;The Lands of Hamog;;;;;;;;;;;;;x
EVTDESC50104;Our recent expedition into the heart of Bafozh has returned to $CAPITAL$ and they report the most strange and shocking tales! In the heart of the southern forests, labouring through strange taiga and dense boreal forests, our captain explains that he kept running across strange folk who his guides explained were Juewaeg faithful bringing captives for rites near lake Geshe, sometimes for thousands of miles. He eventually decided to follow a group of these faithful to Geshe. On the banks of lake Geshe he witnessed the most fantastical rites. The Lords of Hamog, the masters of these lands, grow rich by the tribute and captives brought by the faithful across the southern forests, and oversee the bloodletting of the many hundreds of captives into the waters of the pristine forest lake, to the ecstatic joy of the thronging masses of Juewaeg of all races and cultures who cluster there. But shockingly, the explorer was asked to offer his own sacrifice, to see the rites! He relates that…;;;;;;;;;;;;;x
EVT50104OPTA;… he presented a coolie of his own expedition to the Lord of Hamog!;;;;;;;;;;;;;x
EVT50104OPTB;… he bought a slave and gave it for the sacrifice.;;;;;;;;;;;;;x
EVT50104OPTC;… he refused these rites and fled from the rage of the Hamogine king!;;;;;;;;;;;;;x
EVTNAME50105;An Expedition to Bafozh?;;;;;;;;;;;;;x
EVTDESC50105;The great eastern continent, Bafozh, named so by the Gashdzii term for east - ‘Bafa’ - a pre-Kadkohic vengeful sun god. It is the largest of all six major landmasses and also boasts most of the most impressive natural formations. Marked by its primitive stage of development, empty landscapes, vast mountain ranges, deep valleys, and endless forests, it represents at once opportunity and freedom as well as the great unknown. In recent years, a number of those in the natural and social sciences have expressed interest in sending an expedition to the dense reaches of this largely unexplored continent. At a recent colloquium and soiree in a fine academic establishment in $CAPITAL$, the Bafozh exploration society proposed, in the presence of the minister for the sciences, a military-explorative mission into the heart of Bafozh. Since we ostensibly have colonial interests in this region, state geographers would be certainly interested in charting these lands.;;;;;;;;;;;;;x
EVT50105OPTA;What a splended idea! Outfit an expendition at once!;;;;;;;;;;;;;x
EVT50105OPTB;What could be out there but barbarous anthrophages and bad weather?;;;;;;;;;;;;;x
EVTNAME50106;The Bobit Civilisation;;;;;;;;;;;;;x
EVTDESC50106;Our recent expedition into the heart of Bafozh has returned to $CAPITAL$ and they report the most wonderful discovery! In the Mountains of Boshbish (which has been bastardized to ‘Bobit’ in the mouth of our captain and his soldiers), amongst the Behshi pastoralists, our explorer discovered the most strange ancient ruins. It appears that many centuries or even millenia ago there was some sort of developed and settled civilisation that raised a number of forts and strange petroglyphs. Shockingly, the size of these buildings implies that these people must have been profoundly tall and large, perhaps extreme specimens of the large Bafozhi folk known to us today. In any case, archeologists, linguists, and classicists are extremely excited to study this newly identified ancient civilisation.;;;;;;;;;;;;;x
EVT50106OPTA;Truly fascinating.;;;;;;;;;;;;;x
EVTNAME50107;Bafozhi Expedition Lost;;;;;;;;;;;;;x
EVTDESC50107;Several years ago we sent an explorer and some men into the interior of Bafozh to chart these lands and spread the influence of our great state. He has not made any contact with us for a long time and seems, for all intents and purposes, to be lost. Whether he was eaten by savages, starved to death in the vast interior, or died in some natural disaster, the money spent on provisions and ships seems to have been a waste.;;;;;;;;;;;;;x
EVT50107OPTA;Poor chap, tsk tsk. Can we find out who approved this?;;;;;;;;;;;;;x
EVTNAME50108;Pruub Plantation?;;;;;;;;;;;;;x
EVTDESC50108;Pruub, the sweet, soporific, euphoric oils of the Magoupt plant is indigenous to the Poumnian lands and the Poudwouvas river delta. It has, for millennia, practically been solely grown in this region: only there are the soils appropriate, the swampy rivers carry the appropriate mix of fresh water and heavy sediments, and the clime remains ideal. Now, however, with new pumping technologies, our industrial agronomists believe some swampland in our territories could be suitable to Pruub cultivation. A certain agricultural firm has come to our government with a scheme to plant Pruub, and wants a government monopoly and subsidies for this purpose.;;;;;;;;;;;;;x
EVT500108OPTA;Grant these fellows their monopoly, and get planting!;;;;;;;;;;;;;x
EVT500108OPTB;What an industrious bunch!;;;;;;;;;;;;;x
EVT500108OPTC;No, what we produce in $PROVINCENAME$ is too valuable.;;;;;;;;;;;;;x
EVTNAME50109;Locusts on the Horizon;;;;;;;;;;;;;x
EVTDESC50109;'I left my son out in the sun, with the ruminants... and I saw a black cloud gathering far distant on the horizon... before I knew it, it was too late. All that remained of the fields, the cattle, and my son, was bones and chaff.' Such were the scenes of devastation where the locusts were first spawning. A local region is now facing a deadly threat of a plague of ravenous, omnivorous, monstrously large locusts! Their evil red eyes glare out of their shiny carapaces, glistening in the humid, thick air, their eager mandibles ready to devour anything in their path. The wet, warm weather drives them into a spawning frenzy, and their terrible number grows hourly in exponential orders. Their ominous drone resonates across the fields, and the people, with little left for them to do, cower and pray that these creatures only eat their fields, and not the very flesh off their bones. ;;;;;;;;;;;;;x
EVT50109OPTA;There's no telling where those damned things will strike!;;;;;;;;;;;;;x
EVTNAME50110;Locusts Strike $PROVINCENAME$!;;;;;;;;;;;;;x
EVTDESC50110;The locusts have come to $PROVINCENAME$! They have visted theses lands with their terrible appetites and left terrible devestation in their wake! Everywhere fields have been entirely destroyed, cattle and livestock devoured in the very pastures, houses and homes themselves have been gnawed upon, seed reserves have been torn to bits: little remains of the once prosperous agricultural region. People are leaving these lands in great numbers, as it seems it will be a long time until these regions recover their former prosperity, and those that stay eke out a miserable, desperate existence, trying to hastily cultivate their plots, but is expected that many will suffer famine and malnutrition. People are petitioning the government for relief of their burdens and suffering, more than whatever reserves local authorites can provide. Should the national government step in?;;;;;;;;;;;;;x
EVT500110OPTA;We must try to relieve this region.;;;;;;;;;;;;;x
EVT500110OPTB;We cannot afford to provide these people with any more aid.;;;;;;;;;;;;;x
EVTNAME50111;Locust Plague Comes to an End;;;;;;;;;;;;;x
EVTDESC50111;The terrible locust plague that has struck one of our regions has seemingly ended. Having devastated most viable parts of this area, it seems that the swarm has burnt itself out. With no food remaining, and their brief lives coming to an end, they now die in their millions. Their hideous corpses litter the fields, and carrion birds pick at their fattened bodies. Even desperate farmers come to harvest the bodies to eat in desperation. The region itself remains devastated, and the abatement of this plague, while a relief, comes to a land that has lost everything already.;;;;;;;;;;;;;x
EVT50111OPTA;And may they never return!;;;;;;;;;;;;;x
EVTNAME50112;The Terrible Machine!;;;;;;;;;;;;;x
EVTDESC50112;All the time in $PROVINCENAME$, now, you have hear the thunder of metal on metal and the bellowing of the locomotive, as newly laid railway track carries these new machines into the heart of our country. But the people are in uproar! They say these tracks had been built through the lands of ancient farms, and that this machine disturbs the traditional bounds of villages, cattle-driving paths, scaries the birds, and frightens the whole town as it thunders through. They've appealed to their local 'Roots-Man', the Tehuhrite Holyman who lives in the roots of an ancient tree on the bounds of a large provincial town. He has consdiered their pleas, and has ruled that the railway causes too much disturbance! Given the Tehuhrite faith of our country, we are under great pressure to oblige with his religious-judicial perpective. ;;;;;;;;;;;;;x
EVT50112OPTA;If the holy man says so...;;;;;;;;;;;;;x
EVT50112OPTB;What nonsense! That was a massive investment!;;;;;;;;;;;;;x
EVTNAME50113;The Blighted Coast!;;;;;;;;;;;;;x
EVTDESC50113;In $PROVINCENAME$ we have a large naval instillation. This harbour and drydock protects military ships, supplies them, and host a number of support vessels, as well as employs locals to build massive new vessels for our grand fleet. However, it causes great distress for the local fishermen. They say the huge vessels going out to sea disturb the shoals, the waves capsize their little vessels, and even the tugs tear up their nets. They have appealed to a local 'roots man', a Tehuhrite holyman who has lived much of his life stationary in the roots of a tree, fed and watered by locals. He has pronounced that this community has fished here for centuries, and that their rights of use take priority over those of the navy! We must decide what to do.;;;;;;;;;;;;;x
EVT50113OPTA;His holiness and his verdict must be honoured!;;;;;;;;;;;;;x
EVT50113OPTB;The Admiralty would be furious. Not a chance.;;;;;;;;;;;;;x
EVTNAME50114;Bondsman Free State!;;;;;;;;;;;;;x
