unregulated_bullion_desc;Trade is facilitated by the near ubiquitous use of bullion and specie.;;;;;;;;;;;;;x
minting_n_coinage;Minting & Coinage;;;;;;;;;;;;;x
minting_n_coinage_desc;Trade prospers due to state issued metallic coins.;;;;;;;;;;;;;x
tax_collection;Tax Collection;;;;;;;;;;;;;x
tribute_tax;Tribute Tax;;;;;;;;;;;;;x
tribute_tax_desc;Most taxes are tributary and head taxes in nature.;;;;;;;;;;;;;x
land_tax;Land Tax;;;;;;;;;;;;;x
land_tax_desc;Graduated land taxes faciliate access to more regular incomes and tap into the wealth of the landed elites.;;;;;;;;;;;;;x
tax_farming;Tax Farming;;;;;;;;;;;;;x
tax_farming_desc;The pratice of tax farming, quasi-private offices of collection, ensures the state a regular and flexible supply of income.;;;;;;;;;;;;;x
market_reforms;Market Reforms;;;;;;;;;;;;;x
parochial_exchange;Parochial Exchange;;;;;;;;;;;;;x
parochial_exchange_desc;Exchange often occurs only on a parish level.;;;;;;;;;;;;;x
regional_markets;Regional Markets;;;;;;;;;;;;;x
regional_markets_desc;Organised regional fares and broader road systems now faciliate trade on an integrated regional scale.;;;;;;;;;;;;;x
trade_practices;Trade Practices;;;;;;;;;;;;;x
irregular_trade;Irregular Trade;;;;;;;;;;;;;x
irregular_trade_desc;Trade is done usually in irregular ways and with no set practices.;;;;;;;;;;;;;x
merchant_contracts;Merchant Contracts;;;;;;;;;;;;;x
merchant_contracts_desc;Regular contractual arrangements, embedded in the legal system, ensure mercantile confidence and stimulate oppertunity.;;;;;;;;;;;;;x
financial_instruments;Financial Instruments;;;;;;;;;;;;;x
usury_banned;Usury Banned;;;;;;;;;;;;;x
usury_banned_desc;A wide religious and philosophical aversion to the multiplication of value has led to restrictions on usury and other instruments of credit.;;;;;;;;;;;;;x
tokens_of_exchange;Tokens of Exchange;;;;;;;;;;;;;x
tokens_of_exchange_desc;Bills, credit, loans, and other financial implements are increasingly avaliable and prolific in the financial and mercantile communities.;;;;;;;;;;;;;x
manufacturing_law;Manufacturing;;;;;;;;;;;;;x
ad_hoc_fabrication;Ad-Hoc Fabrication;;;;;;;;;;;;;x
ad_hoc_fabrication_desc;Most fabrication is done on a pratical or cottage basis, or by regional masters.;;;;;;;;;;;;;x
artisan_guilds;Artisan Guilds;;;;;;;;;;;;;x
artisan_guilds_desc;Sophisticated guild regulations help manage a quality of output and a quantity of supply, stabalizing and thickening markets.;;;;;;;;;;;;;x
POLITICS_CIVILIZE;Modernize;;;;;;;;;;;;;x
liberationist_uh;Liberationists want to pass social reforms, but will pass political reforms under pressure.;;;;;;;;;;;;;x
free_yoker_uh;Free-Yokers want to pass social reforms and repeal political reforms when they are in power.;;;;;;;;;;;;;x
statist_uh;Statists want to pass political reforms, but will pass social reforms under pressure.;;;;;;;;;;;;;x
absolutist_uh;Absolutists want to pass political reforms when they are in power.;;;;;;;;;;;;;x
theocratist_uh;Theocratists will only participate politically if they are in power, and in that case they will tow the party line.;;;;;;;;;;;;;x
free_yoker_rebels_name;Free-Yoker Bands;;;;;;;;;;;;;x
free_yoker_rebels_desc;Free-Yokers are decentralized and loosely organized militant band of free peasants and the occasional political radical who look to topple the government and install a paternalistic council in order to push through a number of social reforms while rescinding most political reforms in the name of liberty.;;;;;;;;;;;;;x
theocratist_rebels_name;Theocratist Paramilitaries;;;;;;;;;;;;;x
theocratist_rebels_desc;Theocratist paramilitaries are a militarized political block of hard-right clericals, aristocrats, and disloyal military officers, looking to overthrow the government and empower the clergy to rule the country through absolute power.;;;;;;;;;;;;;x
absolutist_rebels_name;Absolutist Army Faction;;;;;;;;;;;;;x
absolutist_rebels_desc;The national Absolutist army faction consists of highly organized cadres of radical statist paramilitaries who look to establish a bureaucratic authoritarian regime with few social privileges and a developed state apparatus..;;;;;;;;;;;;;x 
reactionary_rebels_name;Reactionary Rebels;;;;;;;;;;;;;x
reactionary_rebels_desc;Reactionary rebels are dissident cadres of dejected and bitter nobles, activist clerics, wealthy yeomen, elements of the politicized soldiery and sometimes intellectual extremists, fanatical poets, depressed minor bureaucrats, and other miscellaneous figures lurking as hangers on in dilapidated mansions or certain gloomy social clubs. They seek to restore the traditional forms of social organization, restoring the church and aristocracy to ascendancy, and will not hesitate to use force to complete this 'reaction' against the modern impulses in society.;;;;;;;;;;;;;x
anbmedh;Anbmedh;;;;;;;;;;;;;x
ibhuamn;Ibhuamn;;;;;;;;;;;;;x
cotton;Spindleweed;;;;;;;;;;;;;x
chobajhi;Chobajhi;;;;;;;;;;;;;x
deuseuian;Deuseuian;;;;;;;;;;;;;x
ftemioq;Ftemioq;;;;;;;;;;;;;x
social_policy;Welfare Policy;;;;;;;;;;;;;
colonial_spending_policy;Colonial;;;;;;;;;;;;;
colonial_spending_policy_l;Colonial;;;;;;;;;;;;;
colonial_spending_policy_desc;The government has a colonial policy towards its subjects and has no intention of spending any money on their welfare.;;;;;;;;;;;;;
no_state_interference;Opposed to Welfare;;;;;;;;;;;;;
no_state_interference_l;Opposed to Welfare;;;;;;;;;;;;;
no_state_interference_desc;The government feels that welfare expenditures are unnecessary and that individuals should look after themselves.;;;;;;;;;;;;;
no_position_set;No Official Policy;;;;;;;;;;;;;
no_position_set_l;No Official Welfare Policy;;;;;;;;;;;;;
no_position_set_desc;There's no official position on welfare policy and how much should the government spend on it, the amount being largely left for the ruler to decide.;;;;;;;;;;;;;
populist_welfare;Paternalistic;;;;;;;;;;;;;
populist_welfare_l;Paternalistic Welfare;;;;;;;;;;;;;
populist_welfare_desc;The welfare system in this government has a paternalistic characteristic, with a minimum amount set to be spent in support of this oftentimes populist policy.;;;;;;;;;;;;;
welfare_state;Full Welfare State;;;;;;;;;;;;;
welfare_state_l;Full Welfare State;;;;;;;;;;;;;
welfare_state_desc;This government feels that the welfare of the less fortunate is of the utmost importance and dedicates a piece of the budget to pursue this objective.;;;;;;;;;;;;;
primary_culture_only_l;Primary Culture Only;;;;;;;;;;;;;x
culture_voting_only_l;Minority Rights;;;;;;;;;;;;;x
all_voting_pops_l;All Cultures Accepted;;;;;;;;;;;;;x
closed_borders_l;Closed Borders;;;;;;;;;;;;;x
quota_immigration_l;Quota Immigration;;;;;;;;;;;;;x
open_borders_l;Open Borders;;;;;;;;;;;;;x
tribal_assembly_i_l;Tribal Assembly;;;;;;;;;;;;;x
noble_parliament_i_l;Noble Parliament;;;;;;;;;;;;;x
tribal_assembly_l;Federalised;;;;;;;;;;;;;x
noble_parliament_l;Estates System;;;;;;;;;;;;;x
regulated_elections_l;Legislative Commisions;;;;;;;;;;;;;x
approved_candidacy_l;Approved Candidacy;;;;;;;;;;;;;x
appointed_legislatures_l;Appointed Legislatures;;;;;;;;;;;;;x
feudal_tenure_l;Commons System;;;;;;;;;;;;;x
enclosure_of_commons_l;Enclosure of Commons;;;;;;;;;;;;;x
private_landownership_l;Private Landownership;;;;;;;;;;;;;x
land_banking_l;Land Banking;;;;;;;;;;;;;x
farm_cooperatives_l;Farm Cooperatives;;;;;;;;;;;;;x
collectivized_farming_l;Collectivized Farming;;;;;;;;;;;;;x
unregulated_currency_l;Unregulated Currency;;;;;;;;;;;;;x
banking_licenses_l;Banking Licenses;;;;;;;;;;;;;x
central_banking_l;Central Banking;;;;;;;;;;;;;x
regulatory_institutions_l;Regulatory Institutions;;;;;;;;;;;;;x
thralldom_allowed_l;Thralldom Allowed;;;;;;;;;;;;;x
thralldom_outlawed_l;Thralldom Outlawed;;;;;;;;;;;;;x
feudal_courts_l;Feudal Courts;;;;;;;;;;;;;x
appointed_justices_l;Appointed Justices;;;;;;;;;;;;;x
unified_legal_code_l;Unified Legal Code;;;;;;;;;;;;;x
aristocratic_bureaucracy_l;Aristocratic Bureaucracy;;;;;;;;;;;;;x
proprietary_bureaucracy_l;Proprietary Bureaucracy;;;;;;;;;;;;;x
appointed_bureaucrats_l;Appointed Bureaucrats;;;;;;;;;;;;;x
professional_bureaucracy_l;Professional Bureaucracy;;;;;;;;;;;;;x
ad_hoc_development_l;Ad-Hoc Development;;;;;;;;;;;;;x
turnpikes_n_municipal_funding_l;Turnpikes & Municipal Funding;;;;;;;;;;;;;x
urban_planning_l;Urban Planning;;;;;;;;;;;;;x
monopoly_corporations_l;Transport Monopolies;;;;;;;;;;;;;x
public_works_division_l;Public Works Division;;;;;;;;;;;;;x
no_health_care_l;No Health Care;;;;;;;;;;;;;x
trinket_health_care_l;Trinket Health Care;;;;;;;;;;;;;x
low_health_care_l;Low Health Care;;;;;;;;;;;;;x
acceptable_health_care_l;Acceptable Health Care;;;;;;;;;;;;;x
good_health_care_l;Good Health Care;;;;;;;;;;;;;x
no_school_system_l;No School System;;;;;;;;;;;;;x
parish_school_system_l;Parish School System;;;;;;;;;;;;;x
state_school_system_l;State School System;;;;;;;;;;;;;x
emigration_forbidden_l;Emigration Forbidden;;;;;;;;;;;;;x
emigration_restricted_l;Emigration Restricted;;;;;;;;;;;;;x
emigration_permitted_l;Emigration Permitted;;;;;;;;;;;;;x
empowered_clergy_l;Empowered Clergy;;;;;;;;;;;;;x
magisterialism_l;Magisterialism;;;;;;;;;;;;;x
anti_clericalism_l;Anti-Clericalism;;;;;;;;;;;;;x
no_protections_l;No Protections;;;;;;;;;;;;;x
trinket_protections_l;Trinket Protections;;;;;;;;;;;;;x
low_protections_l;Low Protections;;;;;;;;;;;;;x
acceptable_protections_l;Acceptable Protections;;;;;;;;;;;;;x
good_protections_l;Good Protections;;;;;;;;;;;;;x
morality_police_l;Morality Police;;;;;;;;;;;;;x
courts_of_canon_l;Courts of Canon;;;;;;;;;;;;;x
freedom_of_conscience_l;Freedom of Conscience;;;;;;;;;;;;;x
permitted_heterodoxy_l;Permitted Heterodoxy;;;;;;;;;;;;;x
local_congregationalism_l;Local Congregationalism;;;;;;;;;;;;;x
no_dole_l;No Dole;;;;;;;;;;;;;x
public_granaries_l;Public Granaries;;;;;;;;;;;;;x
subsidized_grain_imports_l;Subsidized Grain Imports;;;;;;;;;;;;;x
universal_grain_dole_l;Universal Grain Dole;;;;;;;;;;;;;x
mule_n_seed_law_l;Mule & Seed Law;;;;;;;;;;;;;x
serfdom_l;Serfdom;;;;;;;;;;;;;x
peonage_l;Peonage;;;;;;;;;;;;;x
debtors_prisons_l;Debtors Prisons;;;;;;;;;;;;;x
bankruptcy_l;Bankruptcy;;;;;;;;;;;;;x
capital_punishment_l;Capital Punishment;;;;;;;;;;;;;x
colonial_transportation_l;Colonial Transportation;;;;;;;;;;;;;x
incarceration_l;Incarceration;;;;;;;;;;;;;x
rehabilitation_l;Rehabilitation;;;;;;;;;;;;;x
yes_slavery_l;Slavery Allowed;;;;;;;;;;;;;x #Normally just Allowed
code_of_rights_l;Code of Rights;;;;;;;;;;;;;x
public_ownership_l;Public Ownership;;;;;;;;;;;;;x
gradual_abolition_l;Gradual Abolition;;;;;;;;;;;;;x
no_slavery_l;Slavery Outlawed;;;;;;;;;;;;;x #Normally just Outlawed
feudal_rights_l;Feudal Rights;;;;;;;;;;;;;x
sanctioned_privileges_l;Sanctioned Privileges;;;;;;;;;;;;;x
sumptuary_laws_l;Sumptuary Laws;;;;;;;;;;;;;x
legal_disabilities_l;Legal Disabilities;;;;;;;;;;;;;x
equality_before_the_law_l;Equality Before the Law;;;;;;;;;;;;;x
movement_primary_culture_only;Citizenship Restriction Movement;;;;;;;;;;;;;x
movement_culture_voting_only;Classified Minorities Movement;;;;;;;;;;;;;x
movement_all_voting_pops;Plural Citizenship Movement;;;;;;;;;;;;;x
movement_closed_borders;Closed Borders Lobby;;;;;;;;;;;;;x
movement_quota_immigration;Quota Immigration Movement;;;;;;;;;;;;;x
movement_open_borders;Open Borders Movement;;;;;;;;;;;;;x
movement_tribal_assembly;Regionalist Movement;;;;;;;;;;;;;x
movement_centralised;Centralisation Campaign;;;;;;;;;;;;;x
movement_noble_parliament;Ancient Rights League;;;;;;;;;;;;;x
movement_noble_parliament_i;Aristocratic Sovereignity Movement;;;;;;;;;;;;;x
movement_tribal_assembly_i;Common Rights League;;;;;;;;;;;;;x
movement_regulated_elections;Noble Obligations Movement;;;;;;;;;;;;;x
movement_approved_candidacy;Approved Candidacy Movement;;;;;;;;;;;;;x
movement_appointed_legislatures;Appointed Legislatures Movement;;;;;;;;;;;;;x
movement_feudal_tenure;Common Land Movement;;;;;;;;;;;;;x
movement_enclosure_of_commons;Enclosure of Commons Movement;;;;;;;;;;;;;x
movement_private_landownership;Private Landownership Movement;;;;;;;;;;;;;x
movement_land_banking;Land Banking Movement;;;;;;;;;;;;;x
movement_farm_cooperatives;Farm Cooperatives Movement;;;;;;;;;;;;;x
movement_collectivized_farming;Collectivized Farming Movement;;;;;;;;;;;;;x
movement_unregulated_currency;Financial Deregulation Movement;;;;;;;;;;;;;x
movement_banking_licenses;Banking Licenses Movement;;;;;;;;;;;;;x
movement_central_banking;Central Banking Movement;;;;;;;;;;;;;x
movement_regulatory_institutions;Regulatory Institutions Movement;;;;;;;;;;;;;x
movement_thralldom_allowed;Thrall-Taker's Lobby;;;;;;;;;;;;;x
movement_thralldom_outlawed;Anti-Thralldom League;x
movement_feudal_courts;Lordly Justice Lobby;;;;;;;;;;;;;x
movement_appointed_justices;Judicial Reform Campaign;;;;;;;;;;;;;x
movement_unified_legal_code;Judicial Reform Campaign;;;;;;;;;;;;;x
movement_aristocratic_bureaucracy;Hereditary Offices Movement;;;;;;;;;;;;;x
movement_proprietary_bureaucracy;Sale of Offices Movement;;;;;;;;;;;;;x
movement_appointed_bureaucrats;Civil Service Reform Movement;;;;;;;;;;;;;x
movement_professional_bureaucracy;Civil Service Reform Movement;;;;;;;;;;;;;x
movement_ad_hoc_development;Municipal Liberties Movement;;;;;;;;;;;;;x
movement_turnpikes_n_municipal_funding;Urban Development Campaign;;;;;;;;;;;;;x
movement_urban_planning;Urban Development Campaign;;;;;;;;;;;;;x
movement_monopoly_corporations;Infrastructure Development Campaign;;;;;;;;;;;;;x
movement_public_works_division;Infrastructure Development Campaign;;;;;;;;;;;;;x
movement_no_health_care;Grave-Pits Movement;;;;;;;;;;;;;x
movement_trinket_health_care;Public Sanitation Movement;;;;;;;;;;;;;x
movement_low_health_care;Public Inoculation Campaign;;;;;;;;;;;;;x
movement_acceptable_health_care;Public Hospitals Movement;;;;;;;;;;;;;x
movement_good_health_care;Medical Inspection Movement;;;;;;;;;;;;;x
movement_no_school_system;Private Schools Movement;;;;;;;;;;;;;x
movement_parish_school_system;Clerical Education Movement;;;;;;;;;;;;;x
movement_state_school_system;State School System Movement;;;;;;;;;;;;;x
movement_emigration_forbidden;Emigration Forbidden Movement;;;;;;;;;;;;;x
movement_emigration_restricted;Emigration Permission Movement;;;;;;;;;;;;;x
movement_emigration_permitted;Freedom of Emigration Campaign;;;;;;;;;;;;;x
movement_empowered_clergy;Empowered Clergy Movement;;;;;;;;;;;;;x
movement_magisterialism;Magisterialism Movement;;;;;;;;;;;;;x
movement_anti_clericalism;Anti-Clericalism Movement;;;;;;;;;;;;;x
movement_no_protections;No Protections Movement;;;;;;;;;;;;;x
movement_trinket_protections;Trinket Protections Movement;;;;;;;;;;;;;x
movement_low_protections;Low Protections Movement;;;;;;;;;;;;;x
movement_acceptable_protections;Acceptable Protections Movement;;;;;;;;;;;;;x
movement_good_protections;Good Protections Movement;;;;;;;;;;;;;x
movement_morality_police;Social Morality Movement;;;;;;;;;;;;;x
movement_courts_of_canon;Religious Tribunals Movement;;;;;;;;;;;;;x
movement_freedom_of_conscience;Freedom of Conscience Society;;;;;;;;;;;;;x
movement_permitted_heterodoxy;Permitted Heterodoxy Movement;;;;;;;;;;;;;x
movement_local_congregationalism;Local Congregationalism Movement;;;;;;;;;;;;;x
movement_no_dole;Anti-Pauper Lobby;;;;;;;;;;;;;x
movement_public_granaries;Provender Security Campaign;;;;;;;;;;;;;x
movement_subsidized_grain_imports;Provender Security Campaign;;;;;;;;;;;;;x
movement_universal_grain_dole;Universal Grain Dole Movement;;;;;;;;;;;;;x
movement_mule_n_seed_law;Mule & Seed Law Movement;;;;;;;;;;;;;x
movement_serfdom;Re-Enserfment Lobby;;;;;;;;;;;;;x
movement_peonage;Abolition of Serfdom Movement;;;;;;;;;;;;;;x
movement_debtors_prisons;Debtor Protection Movement;;;;;;;;;;;;;x
movement_bankruptcy;Debtor Protection Movement;;;;;;;;;;;;;x
movement_capital_punishment;Capital Punishment Movement;;;;;;;;;;;;;x
movement_colonial_transportation;Commuted Sentences Movement;;;;;;;;;;;;;x
movement_incarceration;Punitive Reform Movement;;;;;;;;;;;;;x
movement_rehabilitation;Prison Reform Movement;;;;;;;;;;;;;x
movement_yes_slavery;Pro-Slavery Campaign;;;;;;;;;;;;;x #Normally just Allowed
movement_code_of_rights;Slave Protection Campaign;;;;;;;;;;;;;x
movement_public_ownership;Public Ownership Movement;;;;;;;;;;;;;x
movement_gradual_abolition;Gradual Abolition Movement;;;;;;;;;;;;;x
movement_no_slavery;Slavery Abolitionist Movement;;;;;;;;;;;;;x #Normally just Outlawed
movement_feudal_rights;Feudal Rights Movement;;;;;;;;;;;;;x
movement_sanctioned_privileges;Sanctioned Privileges Movement;;;;;;;;;;;;;x
movement_sumptuary_laws;Sumptuary Laws Movement;;;;;;;;;;;;;x
movement_legal_disabilities;Legal Disabilities Movement;;;;;;;;;;;;;x
movement_equality_before_the_law;Legal Equality Movement;;;;;;;;;;;;;x
movement_vocational_candidacy;Corporatist Movement;;;;;;;;;;;;;x
movement_states_system;Regionalist Lobby;;;;;;;;;;;;;x
war_torn;War Torn;;;;;;;;;;;;;x
colonial_chaos;Colonial Chaos;;;;;;;;;;;;;x
peacetime_mobilization;Peacetime Mobilization;;;;;;;;;;;;;x
national_confusion;National Confusion;;;;;;;;;;;;;x
political_outrage;Political Outrage;;;;;;;;;;;;;x
loss_of_control;Loss of Control;;;;;;;;;;;;;x
take_capital;Take Capital;;;;;;;;;;;;;x
take_capital_short;Acquire $STATE$;;;;;;;;;;;;;x
take_capital_setup;Acquire $STATE$;;;;;;;;;;;;;x
take_capital_desc;Aquire an enemy's §Ycapital state§W;;;;;;;;;;;;;x
negotiated_transfer;Negotiated Transfer;;;;;;;;;;;;;x
NORMAL_WAR_NEGOTIATE_NAME;Negotiated Transfer of $SECOND$ Land;;;;;;;;;;;;;x
negotiated_transfer_short;Transfer $STATE$;;;;;;;;;;;;;x
negotiated_transfer_setup;Transfer $STATE$;;;;;;;;;;;;;x
negotiated_transfer_desc;Transfer another player's §Ystate§W to your domain;;;;;;;;;;;;;x
conquest_minuscule;Minuscule Conquest;;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_MINUSCULE_NAME;$ORDER$Minuscule Conquest of $SECOND_COUNTRY$;;;;;;;;;;;;;x
conquest_minuscule_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_minuscule_setup;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_minuscule_desc;Annex a single-state §Ycountry§W with less than 100,000 pops;;;;;;;;;;;;;x
conquest_tiny;Tiny Conquest;;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_TINY_NAME;$ORDER$Tiny Conquest of he $SECOND_COUNTRY$;;;;;;;;;;;;;x
conquest_tiny_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_tiny_setup;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_tiny_desc;Annex a single-state §Ycountry§W with less than 250,000 pops;;;;;;;;;;;;;x
conquest_low;Lowly Conquest;;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_LOW_NAME;$ORDER$Lowly Conquest of $SECOND_COUNTRY$;;;;;;;;;;;;;x
conquest_low_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_low_setup;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_low_desc;Annex a single-state §Ycountry§W with less than 550,000 pops;;;;;;;;;;;;;x
in_bankrupcy;In Bankruptcy;;;;;;;;;;;;;x
in_disrepair;In Disrepair;;;;;;;;;;;;;x
ancestral_swamp_farms;Ancestral Swamp Farming;;;;;;;;;;;;;x
bustling_metropolis;Bustling Metropolis;;;;;;;;;;;;;x
asyum;Asyum;;;;;;;;;;;;;x
charch;Charch;;;;;;;;;;;;;x
cherasass;Cherasass;;;;;;;;;;;;;x
hohraeth;Hohraeth;;;;;;;;;;;;;x
ighoureth;Ighoureth;;;;;;;;;;;;;x
hrusaan;Hrusaan;;;;;;;;;;;;;x
nubiju;Nubiju;;;;;;;;;;;;;x
roshudbi;Roshudbi;;;;;;;;;;;;;x
goshaja;Goshaja;;;;;;;;;;;;;x
umodi;Umodi;;;;;;;;;;;;;x
padud;Padud;;;;;;;;;;;;;x
mnashi;Mnashi;;;;;;;;;;;;;x
geep;Geep;;;;;;;;;;;;;x
gajadi;Gajadi;;;;;;;;;;;;;x
behshi;Behshi;;;;;;;;;;;;;x
babhra;Babhra;;;;;;;;;;;;;x
drasho;Drasho;;;;;;;;;;;;;x
nuukheu;Nuukheu;;;;;;;;;;;;;x
sarengi;Sarengi;;;;;;;;;;;;;x
mipabi;Mipabi;;;;;;;;;;;;;x
pomiga;Pomiga;;;;;;;;;;;;;x
gji;Gj'i;;;;;;;;;;;;;x
khrayian;Khrayian;;;;;;;;;;;;;x
gokam;Gokam;;;;;;;;;;;;;x
fauhwozi;Fauhwozi;;;;;;;;;;;;;x
thaunti;Thaunti;;;;;;;;;;;;;x
foussuni;Foussuni;;;;;;;;;;;;;x
wushauw;Wushauw;;;;;;;;;;;;;x
tuqqikian;Tuqqikian;;;;;;;;;;;;;x
zagkhan;Zagkhan;;;;;;;;;;;;;x
mjhman;Mjhm'an;;;;;;;;;;;;;x
pruuntish_submission;Crush Apostasy;;;;;;;;;;;;;x
pruuntish_submission_short;Crush Apostasy in $RECIPIENT$;;;;;;;;;;;;;x
pruuntish_submission_setup;Poumnia is attempting to puppet, sphere and restore Wompowushan as the sole state religion in $RECIPIENT$.;;;;;;;;;;;;;x
pruuntish_submission_desc;Poumnia is attempting to puppet, sphere and restore Wompowushan as the sole state religion in $RECIPIENT$ for challening the divinity of the Poumnian Emperor;;;;;;;;;;;;;x
NORMAL_WAR_NAME_POUMNIAN_APOSTASY;$ORDER$ War of $SECOND$ Apostasy;;;;;;;;;;;;;
AGRESSION_WAR_NAME_POUMNIAN_APOSTASY;$ORDER$ War of $SECOND$ Apostasy;;;;;;;;;;;;;
NORMAL_WAR_NAME_REPARATIONS;$ORDER$$FIRST$-$SECOND$ War;;;;;;;;;;;;;
AGRESSION_WAR_NAME_REPARATIONS;$ORDER$War of $FIRST$ Aggression;;;;;;;;;;;;;
war_reparations;Extract Tribute;;;;;;;;;;;;;
war_reparations_desc;Extract §Ytribute§W from another country.;;;;;;;;;;;;;
war_reparations_short;Extract Tribute;;;;;;;;;;;;;
war_reparations_setup;Extract §Ytribute§W from another country.;;;;;;;;;;;;;
take_colonial_concession_capital;Demand Capital;;;;;;;;;;;;;x
take_colonial_concession_capital_short;Acquire $STATE$;;;;;;;;;;;;;x
take_colonial_concession_capital_setup;Acquire $STATE$;;;;;;;;;;;;;x
take_colonial_concession_capital_desc;Aquire a primitive enemy's §Ycapital state§W;;;;;;;;;;;;;x
colonial_conquest_minuscule;Establish Minuscule Protectorate;;;;;;;;;;;;;x
colonial_conquest_minuscule_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
colonial_conquest_minuscule_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;;;;;;;;;;;;;x
colonial_conquest_minuscule_desc;Annex a single-state §Yuncivilized country§W with less than 50,000 pops by forcing them to become a protectorate of ours.;;;;;;;;;;;;;x
colonial_conquest_tiny;Establish Tiny Protectorate;;;;;;;;;;;;;x
colonial_conquest_tiny_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
colonial_conquest_tiny_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;;;;;;;;;;;;;x
colonial_conquest_tiny_desc;Annex a single-state §Yuncivilized country§W with less than 200,000 pops by forcing them to become a protectorate of ours.;;;;;;;;;;;;;x
colonial_conquest_low;Establish Lowly Protectorate;;;;;;;;;;;;;x
colonial_conquest_low_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
colonial_conquest_low_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;;;;;;;;;;;;;x
colonial_conquest_low_desc;Annex a single-state §Yuncivilized country§W with less than 500,000 pops by forcing them to become a protectorate of ours.;;;;;;;;;;;;;x
manowar;Sea-Castle;;;;;;;;;;;;;x
ironclad;Pitpot;;;;;;;;;;;;;x
commerce_raider;Brigand;;;;;;;;;;;;;x
frigate;Diwvish;;;;;;;;;;;;;x
monitor;Bibbler;;;;;;;;;;;;;x
dreadnought;Pudwou;;;;;;;;;;;;;x
cruiser;Crackwhip;;;;;;;;;;;;;x #Pond-Skipper
clipper_transport;Sail-Transport;;;;;;;;;;;;;x
battleship;Sea-Fort;;;;;;;;;;;;;x
tank;Two-Legger;;;;;;;;;;;;;x
trinket_health_care_fully_funded;Fully Funded Healthcare;;;;;;;;;;;;;
low_health_care_fully_funded;Fully Funded Healthcare;;;;;;;;;;;;;
acceptable_health_care_fully_funded;Fully Funded Healthcare;;;;;;;;;;;;;
good_health_care_fully_funded;Fully Funded Healthcare;;;;;;;;;;;;;
low_schools_fully_funded;Fully Funded Education;;;;;;;;;;;;;
acceptable_schools_fully_funded;Fully Funded Education;;;;;;;;;;;;;
good_schools_fully_funded;Fully Funded Education;;;;;;;;;;;;;
education_fully_funded;Excellent Education System;;;;;;;;;;;;;
health_care_fully_funded;Excellent Healthcare;;;;;;;;;;;;;
neglected_education;Neglected Education Funding;;;;;;;;;;;;;
vassal_nation;Vassal Nation;;;;;;;;;;;;;x
substate_nation;Substate;;;;;;;;;;;;;x
landlocked_nation;Landlocked Nation;;;;;;;;;;;;;x
rail_focus;Undesirable Populations;;;;;;;;;;;;;x
encourage_enslavement_focus;Facilitate Enslavement of Unnacepted Populations;;;;;;;;;;;;;x
forced_assimilation_focus;Forced Assimilation;;;;;;;;;;;;;x
liberationist_focus;Party loyalty towards §Yliberationist§W ;;;;;;;;;;;;;x
liberationist_focus_short;§YLiberationist§W loyalty;;;;;;;;;;;;;x
free_yoker_focus;Party loyalty towards §Yfree-yoker§W ;;;;;;;;;;;;;x
free_yoker_focus_short;§YFree-Yoker§W loyalty;;;;;;;;;;;;;x
statist_focus;Party loyalty towards §Ystatist§W ;;;;;;;;;;;;;x
statist_focus_short;§YStatist §Wloyalty;;;;;;;;;;;;;x
absolutist_focus;Party loyalty towards §Yabsolutist§W ;;;;;;;;;;;;;x
absolutist_focus_short;§YAbsolutist§W loyalty;;;;;;;;;;;;;x
theocratist_focus;Party loyalty towards §Ytheocratist§W ;;;;;;;;;;;;;x
theocractist_focus_short;§YTheocratist§W loyalty;;;;;;;;;;;;;x
PLURALITY_EXPLANATION;Plurality is the shared level of consciousness in our country. The memories of the past victories and defeats in the name of liberation remind our people of what could be.;;;;;;;;;;;;;x
REVANCHISM_EXPLANATION;Revanchism is the yearning for the return for our rightful land. Our people are ready to make greater sacrifices for their return.;;;;;;;;;;;;;x
small_but_efficient;Small But Efficient;;;;;;;;;;;;;x
jur;J'ur;;;;;;;;;;;;;x
gyahki;Gyahki;;;;;;;;;;;;;x
parqmun;Parqmun;;;;;;;;;;;;;x
kusii;Kusii;;;;;;;;;;;;;x
dkatkang;Dkatkang;;;;;;;;;;;;;x
juewaeg;Juewaeg;;;;;;;;;;;;;x
LEDGER_COUNTRY_NATIONALVALUE;National Objective;;;;;;;;;;;;;x
POLITICS_NATIONALVALUE_TOOLTIP;Our national objective is §Y$NATIONALVALUE$§W.\n;;;;;;;;;;;;;x
switched_production;Switched Production;;;;;;;;;;;;;x
rashuum;Rashuum;;;;;;;;;;;;;x
assimilation;Assimilation;;;;;;;;;;;;;x
