Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
movement_self_rule;Campaign for Aboriginal Autonomy;;;;;;;;;;;;;x
settlement_l;Settlement;;;;;;;;;;;;;x
movement_settlement;Colonial Cleruchies Movement;;;;;;;;;;;;;x
statist_strike;Statist Obstruction;;;;;;;;;;;;;x
smallholder_society;Smallholder Society;;;;;;;;;;;;;x
smallholder_society_desc;This is a society of smallholders - moderately sized farms owned by largely by families, not firms or capitalists.;;;;;;;;;;;;;x
smallholder_society_1;Smallholder Society;;;;;;;;;;;;;x
smallholder_society_1_desc;This is a society of smallholders - moderately sized farms owned by largely by families, not firms or capitalists.;;;;;;;;;;;;;x
smallholder_society_2;Smallholder Society;;;;;;;;;;;;;x
smallholder_society_2_desc;This is a society of smallholders - moderately sized farms owned by largely by families, not firms or capitalists.;;;;;;;;;;;;;x
mot_accessory;§R The Resolution of the Conference was§!§Y;;;;;;;;;;;;;x
mot_result;Unsettled;;;;;;;;;;;;;x
loc_reset;\n §!;;;;;;;;;;;;;x
mot_if;If the resolution was §YRetributivist§!;;;;;;;;;;;;;x
mot_if_no;If the resolution was §YIndividualist§!;;;;;;;;;;;;;x
mot_info_ret;We will support the §YRetributivists§!;;;;;;;;;;;;;x
mot_info_in;We will support the §YIndividualists§!;;;;;;;;;;;;;x
retributivist_settlement;Retributivist School;;;;;;;;;;;;;x
retributivist_settlement_desc;This Motkohnic state folows the retributivist judicial school, taking extreme responsibility for its citizens moral lives. It encourages both social initiatives to reduce crime, as well as engages in methods of extreme torture for notable criminals, forgoing altogether the death penalty for decades of torture.;;;;;;;;;;;;;x
individualist_settlement;Individualist School;;;;;;;;;;;;;x
individualist_settlement_desc;This Motkhonic state follows the individualist judicial school, giving its citizens broad lattitude in moral responsibility, and only imprisoning and executing criminals for the sake of community stability. Justice is seen as the profound responsibility of the thinking, conscious subject, whose moral obligations arise from this. Communal confession is encouraged, and institutions preach social awareness and empathy.;;;;;;;;;;;;;x
global;Global;;;;;;;;;;;;;x
obstructive_landowners;Obstructive Landowners;;;;;;;;;;;;;x
white_flux;White Flux Outbreak;;;;;;;;;;;;;x
red_flux;Red Flux Outbreak;;;;;;;;;;;;;x
wasting_sickness;Wasting Sickness Outbreak;;;;;;;;;;;;;x
blinding_cough;Blinding Cough Outbreak;;;;;;;;;;;;;x
pot_belly_pox;Pot-Belly Pox Outbreak;;;;;;;;;;;;;x
cudfeeders_flu;Cudfeeder's Flu Outbreak;;;;;;;;;;;;;x
industry_curtailed;Industry Curtailed;;;;;;;;;;;;;x
LOADING_MAP_SPRITES;Cultivating Phylogenetic Differences...;x
LOADING_GUI_DEF;Developing Simple Tools...;x
LOADING_DATABASES;Imagining Frightening Creatures...;x
LOADING_DATABASES2;Constructing Languages...;x
INIT_MAP_LOGIC;Charting Landscapes...;x
CREATING_CHKSUM;Fattening Thralls... ;x
LOADING_HISTORY;Cataloguing Possible Timelines... ;x
LOADING_SOUNDS;Planting Pruub...;x
PROC_FLAGS;Locating the Vewug...;x
EXECUTING_HISTORY;Generating False Past....;x
LOAD_FLAGS;Fostering Mercantile Networks...;;x
LOAD_GFX;Determining Synthetic Present...;x
CREATING_THE_WORLD;Isolating Necessary Beings...;x
CREATING_TREES;Imagining Frightening Creatures...;x
CREATING_BORDERS;Developing Methods of Control...;x
CREATING_RIVERS;Singing a beautiful song...;x
MAP_PROPERLY_INIT;Crowning Gozomedes...;x
CREATING_PROVINCE;Creating Hominid Type #;x
CREATING_TEXTS;Silencing Dissenting Voices...;x
LOAD_EVENTS;Identifying Contigent Phenomena...;x
ADAPTING_HISTORY;Growing Beautiful Fur...;x
CALC_PATHS;Arranging Trans-World-Techno-Causal Laws;x
prince;Prince of the Blood;;;;;;;;;;;;;x
ruins_drupe;Ruins of the Drupe;;;;;;;;;;;;;x
YOU_LOST;§RBitter Defeat;x
YOU_WON;§GVictory;x
zealous_fervor;Zealous Fervor;;;;;;;;;;;;;x
zealous_fervor_desc;This nation is amidst a large debate about the relationship between the state and church, igniting religious passions and sectarianism.;;;;;;;;;;;;;x
minor_outrage_province;Provincial Malcontents;;;;;;;;;;;;;x
major_outrage_province;Provincial Unrest;;;;;;;;;;;;;x
quaratine;Province Quarantined;;;;;;;;;;;;;x
appointed_l;The Municipal Rates;x
appointed;Municipal Rates Reform;x
ran_bog_info;§RSerfdom Status in Rannu Empire§!;;;;;;;;;;;;;x
ran_serf_status;Legal;;;;;;;;;;;;;x
seat_of_the_dehuogi_clan;Seat of the Dehuogi Clan \n\n§WThis is the seat of the Dehuogi clan, the tribal census that governs all Dehuogi in the Bogoran Clan-Parliamentary System, as well as represents them in the Assembly of the Old Clans. It is the newest clan, and was invited in the last century. The Dehuogi Marchlanders are famous for their loyalty to the Bogoran state, and from their fortresses maintain a zealous watch over the coast of Yamajoury.;;;;;;;;;;;;;x
RULE_DHONT;Pazzak's Method;x
centralised;Centralised;x
centralised_l;Centralised;x
centralised_desc;This state is centralised, and passing any further reforms here will reset that!;x
states_system;States System;x
states_system_l;States System;x
states_system_desc;This state is organised along the lines of a system of federated states, with develolved responsibility.;x
vocational_candidacy;Vocational Constituency;x
vocational_candidacy_l;Vocational Constituency;x
vocational_candidacy_desc;This state is broadly corporatist, with major chartered organisations, occupational guilds, industiral firms, and numerous other bodies having the power to elect or appoint representatives in a byzantine network of rights and privlieges.;x
federalisation;Decentralisation;;;;;;;;;;;;;x
upper_house_composition;Minor Issues;;;;;;;;;;;;;x
population_equal_weight;National Ramient;;;;;;;;;;;;;x
population_equal_weight_l;National Ramient;;;;;;;;;;;;;x
state_equal_weight;Anti-Witch Legislation;;;;;;;;;;;;;x
state_equal_weight_l;Anti-Witch Legislation;;;;;;;;;;;;;x
movement_state_equal_weight;Anti-Witchcraft Campaign;;;;;;;;;;;;;x
movement_population_equal_weight;Traditional Dress Movement;;;;;;;;;;;;;x
POP_DAILY_EVENT;Windfalls: §Y$VAL$§W¤;;;;;;;;;;;;;;x
cordon_sanitaire_province;Cordon Sanitaire;;;;;;;;;;;;;x
had_pandemic;Had Pandemic;;;;;;;;;;;;;x
had_pandemic_desc;This province has a degree of disease resitance.;;;;;;;;;;;;;x
ballsy;Temerarious;;;;;;;;;;;;;x
vewugist_conversion;Vewugist Conversion;x
vewugist_conversion_desc;This country has recently converted to Vewugism and is enjoying increased links with the developed world on account of this.;x
mollusc_oil;Mollusc Oil;;;;;;;;;;;;;x
oil;Petroleum;;;;;;;;;;;;;x
jelly_factory;Synthetic Jelly Factory;;;;;;;;;;;;;x
jelly_factory_desc;This factory uses petroluems to produce jelly lubricants, reducing dependence on natural oils and jellies from the great molluscs of the sea.;;;;;;;;;;;;;x
synthetic_lubricants;Synthetic Lubricants;;;;;;;;;;;;;x
synthetic_lubricants_desc;For centuries the people of the Miiv have hunted the great oceanic Molluscs for their gellatinous bodies to use as lubricants, for everything from weaponry to oil lanterns, to grease machines, and to tar ships. Now, however, in the 14th century, the development of organic chemistry has allowed for the production of synthetic jelly.;;;;;;;;;;;;;x
chazd_molluscing;Chazd Molluscing Industry \n\n§WThe Molluscers of Chazd are probverbial for their bravery and stupendous hauls, hunting the prodigiously large molluscs of the stormy northern seas.;;;;;;;;;;;;;x
closed_city_of_aincha;Closed City of Aincha \n\n§WSince 1220 Aincha has been a closed city. The residence of the congress of the estates, and the president director, the activities here are considered too sensitive to allow just any foriegner or coolie from the provinces come settle here.;;;;;;;;;;;;;x
WARINDEMNITIES_EXPENSE;Tribute;;;;;;;;;;;;;x
WARINDEMNITIES_INCOME;Tribute;;;;;;;;;;;;;x
we_love_slavery;Poumnian Slave Society;;;;;;;;;;;;;x
usufruct_prioritised;Usufruct Prioritised;;;;;;;;;;;;;x
movement_usufruct_prioritised;Common Land Movement;;;;;;;;;;;;;x
usufruct_prioritised_l;Usufruct Prioritised;;;;;;;;;;;;;x
usufruct_prioritised_desc;With regards to land, this country's legal system prioritise unsufructary property arrangements over real property arangements.;;;;;;;;;;;;;x
naval_estimates;Naval Estimates;;;;;;;;;;;;;x
no_naval_estimates;No Naval Estimates;;;;;;;;;;;;;x
movement_no_naval_estimates;Naval Disarmament Movement;;;;;;;;;;;;;x
no_naval_estimates_l;No Naval Estimates;;;;;;;;;;;;;x
no_naval_estimates_desc;There is no sinking or hypothecated funds for the purposes of naval construction.;;;;;;;;;;;;;x
three_year_estimates;Three Year Estimates;;;;;;;;;;;;;x
movement_three_year_estimates;Three Year Estimates Movement;;;;;;;;;;;;;x
three_year_estimates_l;Naval Armament Movement;;;;;;;;;;;;;x
three_year_estimates_desc;Money for shipbuilding is allocated three years in advance.;;;;;;;;;;;;;x
five_year_estimates;Five Year Estimates;;;;;;;;;;;;;x
movement_five_year_estimates;Naval Armament Movement;;;;;;;;;;;;;x
five_year_estimates_l;Five Year Estimates;;;;;;;;;;;;;x
five_year_estimates_desc;Money for shipbuilding is allocated five years in advance.;;;;;;;;;;;;;x
seven_year_estimates;Seven Year Estimates;;;;;;;;;;;;;x
movement_seven_year_estimates;Naval Armament Movement;;;;;;;;;;;;;x
seven_year_estimates_l;Seven Year Estimates;;;;;;;;;;;;;x
seven_year_estimates_desc;Money for shipbuilding is allocated seven years in advance.;;;;;;;;;;;;;x
usufruct_law;Usufruct Law;;;;;;;;;;;;;x
realty_prioritised;Realty Prioritsed;;;;;;;;;;;;;x
realty_prioritised_l;Realty Prioritsed;;;;;;;;;;;;;x
movement_realty_prioritised_1;Property Rights Movement;;;;;;;;;;;;;x
realty_prioritised_desc;With regard to land laws, this country prioritises the recognition of 'real' property above concerns of use.;;;;;;;;;;;;;x
commons_system;Commons System;;;;;;;;;;;;;x
commons_system_desc;Land is held in a village commons system, with fields rotated between households yearly.;;;;;;;;;;;;;x
commons_system_l;Commons System;;;;;;;;;;;;;x
movement_commons_system;Commons Land Movement;;;;;;;;;;;;;x
land_covenants;Land Covenants;;;;;;;;;;;;;x
land_covenants_desc;Land covenants, binding legal oaths sworn upon the great seals of the land, garuntee the preservation of most commonlands from the encroachment of private aquisition.;;;;;;;;;;;;;x
land_covenants_l;Land Covenants;;;;;;;;;;;;;x
movement_land_covenants;Landsman's Oath Society;;;;;;;;;;;;;x
commoning_bills;Commoning Bills;;;;;;;;;;;;;x
commoning_bills_l;Commoning Bills;;;;;;;;;;;;;x
movement_commoning_bills;Expansion of the Commons Movement;;;;;;;;;;;;;x
commoning_bills_desc;The government has passed many commoning bills, allowing the expansion of commonland into previous government land or terra nullius.;;;;;;;;;;;;;x
common_courts;Common Courts;;;;;;;;;;;;;x
common_courts_l;Common Courts;;;;;;;;;;;;;x
movement_common_courts;Common Judiciary Movement;;;;;;;;;;;;;x
common_courts_desc;The status of the land courts has been totally separated and made independent from the civil government.;;;;;;;;;;;;;x
two_sphere_law;Two Sphere System;;;;;;;;;;;;;x
two_sphere_law_l;Two Sphere System;;;;;;;;;;;;;x
movement_two_sphere_law;Two Spheres Movement;;;;;;;;;;;;;x
two_sphere_law_desc;The culmination of yokerish judicial thought, the twain writ system is a state cleaven into two radical different legal systems between customs and land issues, and civil trials. The civil state acts as little more than a militarised 'watchman', while contract and customary law governs land use and personal lives.;;;;;;;;;;;;;x
unmanly;Pathetic;;;;;;;;;;;;;x
chickenhearted;Listless;;;;;;;;;;;;;x
shrinking_violet;Misanthropic;;;;;;;;;;;;;x
cavalry_school;Swine Rider;;;;;;;;;;;;;x
womanizer;Plunderer;;;;;;;;;;;;;x
#exranker;Pedant;;;;;;;;;;;;;x
glory_hound;Bloodthirsty;;;;;;;;;;;;;x
natural_born_leader;Inspiring Leader;;;;;;;;;;;;;x
bureaucrat_speed;Bureaucrat;;;;;;;;;;;;;x
cruel;Cruel;;;;;;;;;;;;;
diligent;Diligent;;;;;;;;;;;;;
expert;Paranoid;;;;;;;;;;;;;x
old_school;Old Guard;;;;;;;;;;;;;x
hated;Exile;;;;;;;;;;;;;x
cursed_luck;Torturer;;;;;;;;;;;;;x
clueless;Pedant;;;;;;;;;;;;;x
immoral;Pilferer;;;;;;;;;;;;;x
spoiled;Princeling;;;;;;;;;;;;;x
uncommonly_young;Dreamer;;;;;;;;;;;;;x
elderly;Elder;;;;;;;;;;;;;x
incompetent;Wastrel;;;;;;;;;;;;;x
unqualified;Drunkard;;;;;;;;;;;;;x
unfit;Sinecurist;;;;;;;;;;;;;x
disgraced_p;Careerist;;;;;;;;;;;;;x
disgraced;Campaigner;;;;;;;;;;;;;x
bungler;Bungler;;;;;;;;;;;;;x
corrupt;Embezzler;;;;;;;;;;;;;x
war_college;War College Graduate;;;;;;;;;;;;;x
shirker;Shirking;;;;;;;;;;;;;x
powerful_friends;Social Climber;;;;;;;;;;;;;x
school_of_defense;Constable;;;;;;;;;;;;;x
school_of_offense;Rifleman;;;;;;;;;;;;;x
school_of_the_bayonet;Prize Fighter;;;;;;;;;;;;;x
school_of_firepower;Doctor;;;;;;;;;;;;;x
sucker;Fool;;;;;;;;;;;;;x
HAS_NO_COLONIES;has colonial territories.\n;x
HAS_COLONIES;does not have colonial territories.\n;x
dumuv_abolished;Dumuv Abolished;;;;;;;;;;;;;x
dumuv_extended;Dumuv Extended;;;;;;;;;;;;;x
slaveowners_compensated;Slaveowners Compensated;;;;;;;;;;;;;x
slavery_ended_by_force;Slavery Ended by Force;;;;;;;;;;;;;x
locked_real;Realty Rights Solidly Established;;;;;;;;;;;;;x
locked_usu;Usufruct Rights Solidly Established;;;;;;;;;;;;;x
discovered_vaccines;Discovered Vaccination;;;;;;;;;;;;;x
locked_fed;Federated Constitution;;;;;;;;;;;;;x
locked_cent;Centralised Constitution;;;;;;;;;;;;;x
discovered_germs;Discovered Germ Theory;;;;;;;;;;;;;x
discovered_lighting;Discovered Gaslights;;;;;;;;;;;;;x
discovered_xrays;Discovered X-Rays;;;;;;;;;;;;;x
kusii_prohibited;Kusii Worship Prohibited;;;;;;;;;;;;;x
vewugi_country;Vewugist Country;;;;;;;;;;;;;x
drupe_torched;Great Drupe Destroyed;;;;;;;;;;;;;x
motkohnic_country;Motkohnic Country;;;;;;;;;;;;;x
rechktist_country;Rechktist Country;;;;;;;;;;;;;x
pudwou_overthrown;Pudwou Overthrown;;;;;;;;;;;;;x
diwvo;Diwvish;;;;;;;;;;;;;x
peninsular_diwvo;Pruuntish;;;;;;;;;;;;;x
sitheve;Sithevan;;;;;;;;;;;;;x
sitheve_not_formable;Distant Sithevan;;;;;;;;;;;;;x
bogoroid_huighian;Bogoroid;;;;;;;;;;;;;x
huighian;Huighian;;;;;;;;;;;;;x
duttuphti;Duttuphti;;;;;;;;;;;;;x
surgoian;Surgoian;;;;;;;;;;;;;x
surgoian_islander;Takemogine;;;;;;;;;;;;;x
yat-pugurian;Yat-Pugurian;;;;;;;;;;;;;x
thihudian;Thihudian;;;;;;;;;;;;;x
voted_mot;Sent Delegates to the Synod;;;;;;;;;;;;;x
HAS_NOT_GOODS;does not have goods;;;;;;;;;;;;;x
tribute_info;§Gwill recieve tribute.§!\n;;;;;;;;;;;;;x
HAVE_LESS_VASSALS_THAN;have less vassals than;;;;;;;;;;;;;x
HAVE_NOT_A_IN;An ocean borders ;;;;;;;;;;;;;x
negotiating_with_vassals;Negotiating with Vassals;;;;;;;;;;;;;x
liberationist_group;Liberationist and Free-Yoker parties;;;;;;;;;;;;;x
statist_group;Statist and Absolutist parties;;;;;;;;;;;;;x
theocratist_group;Theocratist parties;;;;;;;;;;;;;x
nationalist_rebels_title;Particularist;x
nationalist_rebels_name;$INDEP$ Particularists;x
nationalist_rebels_desc;Particularist rebels seek freedom for their bretheren. They are well led and equipped, and they will focus on achieving independence for their people.;x
nationalist_rebels_army;$INDEP$ Particularists;x
ANY_POP_IN_PROVINCE_STARTS;Any pop in province;x
vassal_nation_too_much_prestige;Vassal Nation;;;;;;;;;;;;;x
for7;For Seven;;;;;;;;;;;;;x
demanded_contributions;Expanded Civilian Requisitioning;;;;;;;;;;;;;x
demanded_contributions_desc;This nation has turned to desperate measures to aquire materiel for its army.;;;;;;;;;;;;;x
demanded_ships;Drafted Merchant Ships;;;;;;;;;;;;;x
demanded_ships_desc;This nation recently forced merchants and mercantile firms to yield their vessels and crews to the admirality. These fellows are a little untested.;;;;;;;;;;;;;x
thralls_culled;Thralls Culled;;;;;;;;;;;;;x
thralls_culled_desc;The thrall culling season has gone by and the older thralls (13-15) are now being fattened.;;;;;;;;;;;;;x
vupuyti_raid;Vupuyti Raid;;;;;;;;;;;;;x
montane_forest;Temperate Rainforest;;;;;;;;;;;;;x
law_changed_by_force;Law Changed By Force;;;;;;;;;;;;;x
jingoism_l;Expansionism;;;;;;;;;;;;;x
laissez_faire_l;Agrarianism;;;;;;;;;;;;;x
free_trade_l;Encouraged;;;;;;;;;;;;;x
protectionism_l;Discouraged;;;;;;;;;;;;;x
dynastic_security;Dynastic Security;;;;;;;;;;;;;x
dynastic_security_desc;The old Emperor has been exiled, and a new dynasty has taken the role of Kiidnazhk!;;;;;;;;;;;;;x
MODIFIER_POP_CONSCIOUSNESS_MODIFIER;Pop consciousness;x
HAVE_INDUSTRIAL_SCORE_LESS_THAN;Have industrial score less than;;;;;;;;;;;;;x
HAS_NO_MINORITIES;Has minorities;;;;;;;;;;;;;x
depression;Economic Depression;;;;;;;;;;;;;x
depression_desc;This country is in an economic slump at the moment.;;;;;;;;;;;;;x
debased_currency;Debased Currency;;;;;;;;;;;;;x
debased_currency_desc;The currency has been debased by the government, causing inflation and an indirect 'tax' on currency holders besides the government mint.;;;;;;;;;;;;;x
TRIGGER_STATE;State;x
slave_liquor_distillery;Liqour Bottling Plant;x
slave_liquor_distillery_desc;x;x
slave_winery;Bottling Plant;x
slave_winery_desc;x;x
slave_cannery;Cannery;x
slave_cannery_desc;x;x
slave_munitions_plant;Munitions Plant;x
slave_munitions_plant_desc;x;x
slave_cannery;Cannery;x
slave_cannery_desc;x;x
scout;Scout;;;;;;;;;;;;;
scout_activation;Scouts;;;;;;;;;;;;;
acquire_all_cores;Acquire All Cores;;;;;;;;;;;;;
acquire_all_cores_short;Acquire all cores from $RECIPIENT$;;;;;;;;;;;;;
acquire_all_cores_setup;Acquire all core provinces from $RECIPIENT$;;;;;;;;;;;;;
acquire_all_cores_desc;Acquire all enemy §Ystates§W where we have §Ycore provinces§W;;;;;;;;;;;;;
gold_fever;Gold Fever;;;;;;;;;;;;;
depleted_reserves;Depleted Reserves;;;;;;;;;;;;;
integration_of_strangers_act;Integration of Strangers Act;;;;;;;;;;;;;
intergreation_pathway_begun;Integration Pathway Begun;;;;;;;;;;;;;
guest_workers_act;Enacted Metic Laws;;;;;;;;;;;;;
ennected_guest_workers;Enacted Metic Laws;;;;;;;;;;;;;
protected_lands;Protected Lands;;;;;;;;;;;;;
guest_workers;The Metic Act;;;;;;;;;;;;;
new_overlordship;New Overlordship;;;;;;;;;;;;;
new_overlordship_desc;This country has only recently been subjugated, and is taking some time to get used to their new overlords.;;;;;;;;;;;;;
foriegn_rule;Foreign Rule;;;;;;;;;;;;;
foriegn_rule_desc;The elites and the government in this country is largely in the hands of citizens of their foriegn overlord.;;;;;;;;;;;;;
wicked;Wicked;;;;;;;;;;;;;
infamy_decay_2;Infamy Decay -0.2;;;;;;;;;;;;;
infamy_decay_4;Infamy Decay -0.4;;;;;;;;;;;;;
infamy_decay_6;Infamy Decay -0.6;;;;;;;;;;;;;
infamy_decay_2_desc;A player has set global infamy decay to have an additional -0.2 per tick;;;;;;;;;;;;;
infamy_decay_4_desc;A player has set global infamy decay to have an additional -0.4 per tick;;;;;;;;;;;;;
infamy_decay_6_desc;A player has set global infamy decay to have an additional -0.6 per tick;;;;;;;;;;;;;
open_markets;Open Markets;;;;;;;;;;;;;x
open_markets_short;Force $RECIPIENT$ to End Sanctions.;;;;;;;;;;;;;x
open_markets_setup;Force $RECIPIENT$ into a trade agreement with us, reducing the effects of sanctions.;;;;;;;;;;;;;x
open_markets_desc;Force an enemy §Great Power§W to end their sanctions against us. Enough forced open markets will break the back of the sanctions regime against us.;;;;;;;;;;;;;x
international_hegemon;International Hegemony;;;;;;;;;;;;;
trading_in_pruub;Pruub Monopoly;;;;;;;;;;;;;
peacetime_mobilisation_desc;The decision by the government to activate our mobilisation plans has caused widespread unrest and confusion, and fear in our neighbours.;;;;;;;;;;;;;
NORMAL_WAR_MARKETS_NAME;$ORDER$$SECOND$-$FIRST$ Trade War;;;;;;;;;;;;;x
AGGRESSION_WAR_MARKETS_NAME;$ORDER$$SECOND$-$FIRST$ Trade War;;;;;;;;;;;;;x
conquest_dp;Conquest;;;;;;;;;;;;;x
conquest_dp_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_dp_setup;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_dp_desc;Annex a single-state §Ycountry§! with more than 900,000 pops;;;;;;;;;;;;;x
baronial_dominance;Dominant Barons;;;;;;;;;;;;;x
baronial_dominance_desc;The old and great aristocratic families have achieved total dominance of the privy council and the Takemogine government.;;;;;;;;;;;;;x
clerical_dominance;Dominant Clerics;;;;;;;;;;;;;x
clerical_dominance_desc;The temples and the clerical schools have acheived total dominance of privy council and the Takemogine government.;;;;;;;;;;;;;x
assembly_dominance;Dominant Yewhaut;;;;;;;;;;;;;x
assembly_dominance_desc;The Yewhaut, the municipal assembly of Siekakhz, traditionally the domain of the great merchants and their retainers, clients, and creatures, dominates the privy council and the Takemogine Government.;;;;;;;;;;;;;x
powerful_barons;Powerful Barons;;;;;;;;;;;;;x
weak_barons;Weak Barons;;;;;;;;;;;;;x
powerful_clergy;Powerful Clergy;;;;;;;;;;;;;x
weak_clergy;Weak Clergy;;;;;;;;;;;;;x
powerful_assembly;Powerful Yewhaut;;;;;;;;;;;;;x
weak_assembly;Weak Yewhaut;;;;;;;;;;;;;x
drupe_torched;Drupe Torched;;;;;;;;;;;;;x
pudwou_overthrown;Pudwou Overthrown;;;;;;;;;;;;;x
jur_worship_prohibited;J'ur Worship Prohibited;;;;;;;;;;;;;x
jur_worship_tollerated;J'ur Worship Tollerated;;;;;;;;;;;;;x
SHADOWY_INVESTOR;Government Mints;;;;;;;;;;;;;x
heard_calls_for_aid;Heard Calls for Aid;;;;;;;;;;;;;x
heard_calls_for_aid_desc;We have recieved diplomats from another country requesting our aid in putting down rebellion.;;;;;;;;;;;;x
NORMAL_WAR_PUPPET_NAME;$ORDER$War of $FIRST$ Control Over $SECOND_COUNTRY$;
AGRESSION_WAR_PUPPET_NAME;$ORDER$War of $FIRST$ Control Over $SECOND_COUNTRY$;
AGGRESSION_WAR_PUPPET_NAME;$ORDER$War of $FIRST$ Control Over $SECOND_COUNTRY$;
UNIT_PRICE;Unit price: ¤§Y$VAL$§W;;;;;;;;;;;;;x
PROVINCEVIEW_GOODSINCOME;Sold §Y$GOODS$§W for ¤§Y$VALUE$§W yesterday;;;;;;;;;;;;;x
baronial_estates;Baronial Estates;;;;;;;;;;;;;x
baronial_estates_desc;In this province, the writ to exploit the land and rule the people has been granted to several powerful baronial families, who tend to support the lives of them and their clients with their untaxable estates.;;;;;;;;;;;;;x
clerical_estates;Clerical Estates;;;;;;;;;;;;;x
clerical_estates_desc;In this province, the writ to exploit the land and rule the natives has been entrusted to several temples and clerical instituions, who support themselves by means of private planatations, reducing the amount of land available for exploitation.;;;;;;;;;;;;;x
clergy_pre;The influence of the clergy is currently;;;;;;;;;;;;x
baron_pre;The influence of the barons is currently;;;;;;;;;;;;x
assembly_pre;The influence of the assembly is currently;;;;;;;;;;;;x
national_resistance;Cultural Independence War;;;;;;;;;;;;x
national_resistance_desc;This state is currently in a war for rulership of its own culture against an imperial overlord. Such a struggle is attracting broad support from the male population.;;;;;;;;;;;;x
colonial_overlordship;Colonial Wardship;;;;;;;;;;;;x
colonial_overlordship_desc;This state is the political artifice of a colonial overlord, who has made broad promises about the advancement of civilisation and an improved life for the native population.;;;;;;;;;;;;x
sanctions_disabled;Sanctions Disabled;;;;;;;;;;;;;x
