Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
cuirassier_activation_desc;Swinery Raiders have for centuries been a fixture of warfare in Ishahfazh. The vast plains of Gashdziik in the west and the Sithevan lands of the east encourage robust swinery as essential to warfare. The ëraiderí unit became a recognizable soldier in the early 9th century, an armoured swinery soldier, trained in hand to hand combat, as well as shooting with light arquebus. A descendant of the aristocratic swinery of old, this unit carriest to some extent the greatest prestige, even though the actual usefulness of mounted and armed swordsmen has declined.;;;;;;;;;;;;;x
dragoon_activation;Swinery Lancers;;;;;;;;;;;;;x
dragoon_activation_desc;Swinery Lancers are the lightest and most flexible of the three ëmoderní swinery units. Emerging as a typical unit somewhere in the 10th century, it is believed in the uplands of Vafaut after the style of the local mounted warriors who used pistols and billhooks to defend and raid, the ëlancerí is equipped with a long lance and light pistol-style firearms. They typically are employed to engage in close-quarters melees, and have small ëuplandí bred Vafauti hogs as their mounts.;;;;;;;;;;;;;x
hussar_activation;Swinery Gunners;;;;;;;;;;;;;x
hussar_activation_desc;Swinery Gunners are the most flexible and standard of the ëbig threeí of the modern swinery unit. This is broadly a catch-all term for mounted soldiers armed with sabers and light carbines used in skirmishing, scouting, civilian management, and open battle. Usually mounted on East Vokonazhi chargers, their mounts tend to be fast but unwieldy and ferocious. ;;;;;;;;;;;;;x
darwinism;Biomachinics;;;;;;;;;;;;;x
darwinism_desc;The extension of the Functionalist principle to the realm of bodies and the body social spawned ostensibly one of the most profound results of the 14th century, that of the Biomachinal analysis of species. The fundamental insight is that reproduction is a functional value of successful machines, and that more successful machines reproduce more, that this becomes a new domain for competition, and thus changes accrue. The biological machine is just this; a self-replicating machine that resists disintegration. The insights of AdunnÙ VÙhannud, the Rannutan aristocrat and natural scientist, led him to publish the world renowned Machinic Success and The Principle of Differentiation (1343) essentially summed up the principle, where he declares ëI must conclude that those creatures which contained those most suitable features are those ones that are passed on, and so in fact gradually speciate and define the biomachine.í.;;;;;;;;;;;;;x
mass_politics;Social Absolutism;;;;;;;;;;;;;x
mass_politics_desc;Social Absolutism;;;;;;;;;;;;;x
the_doctrine_of_fascism;Absolutist Political Theory;;;;;;;;;;;;;;x
the_doctrine_of_fascism_desc;The absolutist impulse is a radical reformulation and indeed clarification of the purpose and even very being of the state; the state should be seen as an enterprise that succeeds or fails in the preservation and expansion of its own power, capacity, and efficiency, and nothing else - as an entity that lives, breathes, and grows for its own sake. The individual must be absolutely subordinated to the functions of the state, to ultimately become little but an appendage of the state. The N‚gi theorist Pazzak Moggadazh III, writing in 1367 in ëSociety and the Stateí suggests that ultimately ësocietyí is an outgrowth of the state. Only the state has the regulating principles to even give order to such a thing as a society, and even primitive tribes exist socially in virtue of their political existence. Fusing Biomachinic elements with an extreme form of Statism, the more popular ëAbsolutist Manifestoí or ëNotes of The Monsoon Speech to the Delegates of the 23rd N‚gi Statist Party Congressí of 1369, Moggadazh called for the state, famously, to take ëabsolute precedenceí and for the state to prosecute its struggle against the combined forces of the northern alliance and the Poumnians to an absolute degree. This would lead ultimately to a split between the statists and the so-called-absolutists, and the foundation of the first Absolutist party in the great N‚g. ;;;;;;;;;;;;x
paramilitary_groups;Democratic Centralism;;;;;;;;;;;;;x
paramilitary_groups_desc;Absolutist Party organisation typically proceeds by binding democratic centralist principles. The party line must be kept absolutely once a resolution is agreed upon. In the notes from the 4th Pan-N‚gine Absolutist Party Congress of 1383, one finds as an example delegate Bida Gamat denounced fellow party member Modanak Vazzunak for ëdefeatismí, ëconspiracyí, and for leading a Poumnian sponsored terrorist cell of ëdisgraced Gazzapt-Kozzite autonomistsí, and Vazzunak was duly expelled for his non-party thought. The charges of defeatism and conspiracy were later proven false, but his membership of the party remained revoked due to his repeated autonomist advocacy.;;;;;;;;;;;;x
the_police_state;The FNB;;;;;;;;;;;;;x
the_police_state_desc;The formation and governmental power of a number of absolutist parties, especially in the Great N‚g territories in the late fourteenth century allowed for an absolutist political culture to flourish and develop a number of further principled elaborations of their theory and practice. Orthodox Absolutism follows the teachings of Pazzak III and his disciple Bida Gamat. The ëFoftaptan N‚g Bazdí, or the ëInvestigative Concerns Boardí of the N‚gine state carried wide discretionary powers of arbitrary detainment, torture and execution, as well as encouraged a culture of peer-denunication and informancy. The notorious FNB became a model for the intelligence, secret police, and plainclothes gendarmes of many absolutist states.;;;;;;;;;;;;;x
dogma_of_mass_action;Theocratist Paramilitaries;;;;;;;;;;;;;;x
dogma_of_mass_action_desc;The first Theocratist paramilitary group was that of Deacon Mogga, the totalitarian preacher of the settler communities of the Gozonazh peninsula. Forming an alliance with great castellans on the frontier in the late 1330s, the theocratists bands became a terrorizing force, massacring recalcitrant workers and peasants, committing wanton acts of violence against the Vuyti ethnic minority, and exercising influence over local organs of the state. The Theocratist paramilitary group became the paradigmatic way in which theocratists came to power, an alliance of dissident clerics, the disaffected soldiery, and wealthy conservative extremists. ;;;;;;;;;;;;;x
revolution_n_counterrevolution;Modern Reaction;;;;;;;;;;;;;x
revolution_n_counterrevolution_desc;Modern Reaction;;;;;;;;;;;;;x
vangaurd_party;The Theocratist Party;;;;;;;;;;;;;x
vangaurd_party_desc;The movement by Theocratists such as Deacon Mogga to found an ostensibly political engaged party to engage in regular politics alongside their violent paramilitary groups paved the way for their engagement with the political masses both through terror and through rhetorical demagoguery. The paradigmatic theocratist party aims to seize power by legitimate or illegitimate means and then transform the state into a theocratist dictatorship.;;;;;;;;;;;;;x
commerce_raiders;Brigands;;;;;;;;;;;;;x
commerce_raiders_desc;A ëbrigandí was a colloquial name for any packet ship or commercial vessel that was retrofitted with plating and higher-caliber cannons. They rely on their light speed to harass enemy transports and shipping. Maritime Brigandage saw much action in the Jiishan‚gi-Poumnian war of 1324-8.;;;;;;;;;;;;;x
ironclads;Pitpots;;;;;;;;;;;;;;x
ironclads_desc;A ëpitpotí is a general term for any sea-going vessel that is built entirely of steel and without any timber. Their sturdy hulls help them avoid dangerous artillery from other ships. The first pitpot was the Pride of Nozho, constructed by Jiishan‚gi engineers in 1309. It was sunk in 1325 in a war with the Poumnians.;;;;;;;;;;;;;x
monitors;Bibblers;;;;;;;;;;;;;;x
monitors_desc;A ëBibblerí is a general term for covered-deck steel built seagoing vessels that reached a certain tonnage and maximum speed. Deck-coverings allowed for better armouring, the ability to brave more stormy waters, and general resistance. Sitting lower in the water than Pitpots or Crackwhips, they are said to ëbibbleí as the hum of the engine stirs the surrounding waters. ;;;;;;;;;;;;;x
protected_cruisers;Crackwhips;;;;;;;;;;;;;x
protected_cruisers_desc;Crackwhips were large, fast steel-plated ships with large cannons. Advances in engine technology allowed for substantially increased gun-sizes and vessel speeds on deck-ships. The first Crackwhip-class (really, Shroukshou-class) ship was the ëFWV Shroukshouí built by the Sha-Gosod Works in Kuuwumn. This formidable ship has one of the most legendary records in naval history, engaged in multiple hundreds of naval combats and said to have sank over 70+ proper enemy vessels.;;;;;;;;;;;;;x
pre_dreadnought;Sea-Forts;;;;;;;;;;;;;;x
pre_dreadnought_desc;Substantial increase in engine power around this time also allowed for the construction of massive vessels, commonly called ësea-forts', equipped with high caliber guns, and designed to slowly cruise around, patrolling waters and projecting power. With over 10,000 tons of displacement, the ìOknaptî of the N‚gine forces, commissioned in 1355 was at its time the largest ship sailing, and described as an ëunsinkable Sea-Fortí.;;;;;;;;;;;;x
dreadnoughts;Pudwou-Class Vessels;;;;;;;;;;;;;x
dreadnoughts_desc;The ëFWV Pudwouí, the pride of the Poumnian navy, became synonmous with a class of super large battleship reaching displacements of over 20,000 tons and with certain gun-configurations. Larger and more resilient than the already superlative laden sea-forts, The Pudwou launched an era of naval panic. ;;;;;;;;;;;;;x
torpedo_boats_desc;Torpedo Boats are cheap and numerous. They are equipped with Torpedoes to attack bigger ships like Crackwhips and Sea-Forts.;x
advanced_cruisers;Specialised Crackwhips;;;;;;;;;;;;;x
advanced_cruisers_desc;By the mid 1390s, cruisers had specialised into a role of long-distance stalking, and hunting smaller ships. Covered Crackwhip models allowed for combat in the stormy far seas, and long-distance maneuverability.;;;;;;;;;;;;;x
modern_cruisers;Modern Crackwhip Hulls;;;;;;;;;;;;;x
modern_cruisers_desc;Advances in hydranautic design in the 1390s and onward made for some of the most streamlined hulls yet. Firms like the Sha-Gosod works and their engineers designed crackwhips that could cut through stormy and choppy waters with record speeds. ;;;;;;;;;;;;;x
advanced_battleships;Modern Capital Hulls;;;;;;;;;;;;;;x
advanced_battleships_desc;The 1390s and the 1400s also featured innovations in large ships and capital ships. New hulls and defensive techniques, such as better plating below the waterline, undersea beta-boats for torpedo defense, and aircraft defenses made modern capital ships more formidable than ever.;;;;;;;;;;;;;x
modern_battleships;Oil Engines;;;;;;;;;;;;;x
modern_battleships_desc;The transition to oil-based ships drastically improved efficiency, and allowed for less needless ballast on the ship.;;;;;;;;;;;;;x
early_classical_theory_and_critique;Second Wave Speculation;;;;;;;;;;;;;;x
early_classical_theory_and_critique_desc;Second Wave Speculation;;;;;;;;;;;;;;x
john_ramsay_mcculloch;Dozmenes Miibziva;;;;;;;;;;;;;x
john_ramsay_mcculloch_desc;One of the greatest of the second wave of economic speculation, Dozmenes Miibziva of Nozho in Jiishan‚g was the first to suggest that Jiishan‚gís economic preeminence was due to its role as the congress point of world markets. In ëThick and Thin Marketsí (1304), Miibziva suggested that for many centuries economic development languished because of technological and political limitations to markets. He suggested that large empires like Kiidnazh facilitated a great degree of economic development, and preserved technological knowledge, but it wasnít until world spanning trade networks projected by the Jiishan‚gi and Poumnian states concentrated markets that it became incentivized for artisans and engineers to explore industrialising.;;;;;;;;;;;;;x
nassau_william_sr;Voun Sha-Pomid;;;;;;;;;;;;;x
nassau_william_sr_desc;Voun Sha-Pomid, of the little known Pomid family, distinguished himself by his ëstateí based criticism of early economic orthodoxy established in the late 1200s by the ëclassicalí Gashdzii economists. Rather than a reified ëeconomyí that stands somehow aloof from the state (or even ësocietyí), presaging the statists, Sha-Pomid suggested the economy exists in virtue of, and is driven by, ultimately, the organisation of the state, and only the expansion of states and their services serves to grow industry.;;;;;;;;;;;;;x
james_mill;Gizshaug P‚shodazhi;;;;;;;;;;;;;x
james_mill_desc;Gizshaug P‚shodazhi is most famous for defending the orthodox ëconsumptioní theory of economic growth in the ëdemandí pamphlet wars of the early fourteenth century. He suggested that growth was largely driven by demand, particularly luxury demand, and advocated principally for the lowering of taxes on the rich.;;;;;;;;;;;;;x
daimlers_automobile;Gizhaug's Motor-Car;;;;;;;;;;;;;;x
daimlers_automobile_desc;The invention of the first motor car by Mifazh Padud in Bagh, 1357 was a cause of mild interest for the rural rich, at the time, and took very many years before it entered pratical service.;;;;;;;;;;;;;;x
wright_n_langleys_aeroplanes;The Padud Aeroplane;;;;;;;;;;;;;;x
wright_n_langleys_aeroplanes_desc;The engineers of the Padud firm redoubled their prestige by being the first to invent the first airgoing vessel in 1375. Its maiden voyage crash near the old 'holy mountain in the Paguyti lands.;;;;;;;;;;;;;;x
direct_current_desc;The first common way to transmit electricity was direct current or DC, where the electrons flow in only one direction. Batteries produce direct current and it is commonly used in applications requiring low voltages. High voltage direct current is used to transmit power to long distances, especially when using underwater cables and to run trains.;;;;;;;;;;;;;;x
alternating_current_desc;In alternating current or AC systems electrons flow in both directions in wave patterns. Those in the Great N‚g were some of the first to pioneer the use of alternating current, which quickly became standard for large industrial or military projects.;;;;;;;;;;;;;x
polyphase_system_desc;The polyphase system is a way to help transmit alternating current efficiently. In it two or more phases travel simultaneously. In industrial applications three waves is the standards, although at first two phases were used.;;;;;;;;;;;;;;x
jacquard_power_loom;Mohdh‚gazh Paup's Power Loom;;;;;;;;;;;;;;x
jacquard_power_loom;Mohdh‚gazh Paup, the 'Baron of the Cloth', sponsored the developement and factory organisation of his in-house power loom, which revolutionised production of cloth.;;;;;;;;;;;;;;x
sharp_n_roberts_power_loom;Guzzamak's Mule;;;;;;;;;;;;;;x
sharp_n_roberts_power_loom;The Guzzamak Mule was the most popular spinning mule in the late thirteenth and early fourteenth centuries.;;;;;;;;;;;;;;x
northrop_power_loom;Vazumedes' Needles;;;;;;;;;;;;;;x
northrop_power_loom;Vazumedan needles allowed for most mules and spinning machines to handle more fine cloth, a large improvement on the earlier Mule;;;;;;;;;;;;;;x
hussey_n_mccormicks_reaping_machine;Gozomak's Reaper;;;;;;;;;;;;;;x
hussey_n_mccormicks_reaping_machine_desc;Ashnuz Gozomak's wheel powered motor-reaper vastly increased agriculutral yeilds.;;;;;;;;;;;;;;x
pitts_threshing_machine;Nuzhamedes' Pounder;;;;;;;;;;;;;;;x
pitts_threshing_machine;Nuzhamedes of Oazud, by an ingenious system of grinding pegs, invented a machine for fast and efficient threshing.;;;;;;;;;;;;;x
whitney_n_colts_standardized_small_arms;Sha-Ashouw Gauges;;;;;;;;;;;;;;x
whitney_n_colts_standardized_small_arms_desc;The Nascent Sha-Ashouw firm pioneered standard gauges of small weaponry due to their contracts with the Poumnian government. The machines for producing these parts were widely copied.;;;;;;;;;;;;;x
fordism;Line-Work;;;;;;;;;;;;;;x
fordism_desc;Research into industrial efficient by the economists of the Great N‚g's absolutist secrateriate produced a remarkable ammount of innovations, most notably line-work style organisation.;;;;;;;;;;;;;x
bessemer_steel;Lung Steel;;;;;;;;;;;;;;x
bessemer_steel_desc;Dhuch‚ Kazh was the first to invent his 'steel lungs' for bubbling oxygen through molten iron to process it into steel and funneling out slag.;;;;;;;;;;;;;x
martin_steel;Great Oven Steel;;;;;;;;;;;;;x
martin_steel_desc;Lung style steel was limited to steel with much too much phosphorous. The 'Great Oven Style', pioneered by the engineers of the state-backed Sha-Ashouw firm, pioneered the Great-Oven style superheat iron and create steel.;;x;;;;;;;;;;;;;x
thomas_steel;Basic Lung Steel;;;;;;;;;;;;;;x
thomas_steel_desc;The invention of coatings to protect against reactions with Phosophous were pioneered in the mid 1320s and allowed for those dependent on Kazh or Lung steel to catch up with those casting Great-Oven style steel.;;;;;;;;;;;;;x
vaccination_desc;The first vaccination was pioneered by Shumid Sha-Munpt, the Poumnian commander of Mra-Ouswun. Observing Qooxibi habits in exposing their children to the flies at night, he realised that moderate illnesses could be prevented by stimulating the immune system. In 1298 he suggested using Swine-Flu, a relative of the ghastly nocceus torpicus bacterium that devestated populations, in safe innoculations. This method meant that one could immunize animals and hominids from illnesses that flourished. This made life easier for man, cattle and thrall tending more profitable.;;;;;;;;;;;;;;x
genetics:_heredity;Heritability;;;;;;;;;;;;;x
genetics:_heredity_desc;AdunnÙ VÙhannud, the great bioneer of the Biomachinal thesis, also innaugerated the study of heritible traits in his pioneering research on the populations of fat, large flying insects that produced a common tasty egg, which he bred on his great estate. These principles allowed for the greatly increased succesful breeding of livestock animals.;;;;;;;;;;;;;x
catalytic_fermentative_process_desc;This marked the beginning of a new field of science and technology  - biotechnology. Research sponsored by the Vokonozhi thick-swine cartels combined fermentative processes (enzymatic hydrolization) with a thermodynamic process (catalytic hydrogenation). One result of this combination was margarine, which greatly improved the supply of the population with essential unsaturated fatty acids.;;;;;;;;;;;;;;x
edison_light_bulb;Filament Bulb;;;;;;;;;;;;;;x
edison_light_bulb_desc;The classic filament bulb of the 1360s became a cheap and convient way of lighting the world, allowing work and leasiure to go on for longer, and at a lower cost than the gas lamps of earlier times.;;;;;;;;;;;;;x
gaslights;Gaslights;;;;;;;;;;;;;;x
gaslights_desc;The discovery and design of beautiful, soft gas lighting freed the hominid from the tyrany of day and night and illuminated the cities and estates of the civilised world. Softly glowing laterns now line boulevards, wealthy houseowners light their fine living rooms, scholars pour over texts late into the night, and the factory is now lit late with soft glowing lights.;;;;;;;;;;;;;;x
bell_n_greys_telephones;Pojar and Sons' Electrophonics;;;;;;;;;;;;;;x
bell_n_greys_telephones_desc;Yaksau Pojar Sem Moswie, the Takemogine inventor, was the first to invent a device for transmitting sound across distances through electricity, by pioneering the correct manner of producing current between two diaphrams. He and his sons became quite wealthy through their business.;;;;;;;;;;;;;;x
tractors_desc;When motor-cars had started to gain popularity on the roads, it did not take long for more innovative engineers to find a way to begin replacing swine in the fields. Early experiments with steam-powered farm machinery had failed, but lighter combustion engines revolutionised farm work.;;;;;;;;;;;;;x
rayon;Synthetic Spindles;;;;;;;;;;;;;;x
rayon_desc;From pulpin woods, a a form of synthetic spindleweed was developed in the late 1390s. This was a widely popular consumer product.;;;;;;;;;;;;;;x
bakelite;Early Plastics;;;;;;;;;;;;;;x
bakelite_desc;Plastics expiriments in the 1390s yeilded some of the first consumer and industrial plastics, driving both industry and plantation in Bafozh.;;;;;;;;;;;;;x
vacuum_tube_desc;The vacuum tube (also known as the thermionic valve) is a device that utilizes the flow of current through a vacuum. In a vacuum tube electrons travel via thermionic emission from a hot filament (negative cathode) through the vacuum to a positive electrode (the anode). Additional electrodes were later interposed between the anode and cathode, enabling amplification and switching of signals.;;;;;;;;;;;;;x
tulls_seed_drill;The Public-Good Seed Drill;;;;;;;;;;;;;x
tulls_seed_drill_desc;Masogu Hahab-So, a civic minded citizen of the Veyethun regime, in the 1304 invented a useful form of seed drill, which he billed as invented specifically for public usage and for the agrarian good. Pulled by Swine-Mule, the Veyethun revolutionary government actually established a number of workshops for the production of these tools and distrubted them to local villages.;;;;;;;;;;;;;x
rotherham_plough;Iron Farming Equipment;;;;;;;;;;;;;;x
rotherham_plough_desc;The gradual transition to iron-based farming equipment by advances in metallurgy encouraged clever designs and made plowing fields far easier.;;;;;;;;;;;;;;x
telephone_switchboard;Telephone Switchboard;;;;;;;;;;;;;;x
telephone_switchboard_desc;The telephone switchboard is a system of electrical components used to connect telephone calls. In Poumnia, these were often worked by slaves in sweltering conditions, and in the Great N‚g, by detainees of the absolutist regime.;;;;;;;;;;;;;x
elastic_defense_system_desc;At this points the trenches grew to formidable systems of trenches with two or even three lines of defenses bolstered by concrete fortifications and machine gun positions. The protracted wars between the Great N‚g and the Poumnian regime made the lands of Dhukn‚g into a veritable labyrinth of trenches.;;;;;;;;;;;;;x
stormtrooper_training;Fox-trooper Training;;;;;;;;;;;;;;x
firepower_vs_mobility_desc;After the end of the grinding Poumnian-N‚gine conflict and its attendant regional conflicts, the major powers had to re-evaluate their military strategies in light of the brutal lessons learned during the years of inconclusive trench warfare. One major school of thought that emerged focused on the importance of using massed firepower, principally in the form of artillery, to overwhelm the enemy and literally blast a hole in their lines to facilitate an advance, while another school of thought suggested that the key to victory on the modern battlefield was mobility, so that friendly forces could maneuver around enemy strongpoints to pursue the attack on more advantageous terms.;;;;;;;;;;;;;;x
human_wave_vs_spearhead;Wave vs Spearhead;;;;;;;;;;;;;;x
interwar_infantry;Modern Infantry;;;;;;;;;;;;;;x
interwar_infantry_desc;After the Poumnian-N‚gine war, many nations' armies kept evolving in nature and focus. A greater degree of motorisation, with mass availability of cars and trucks, added to the ever-changing nature of land units across the globe.;;;;;;;;;;;;;;x
interwar_swinery;Modern Swinery;;;;;;;;;;;;;;x
interwar_cavalry_desc;With the mass casulaties suffered in the Poumnian-N‚gine war, and the dawning of the motorised age, traditional swinery was on its way out. The new focus on motorisation changed the way swinery was to be used, and its role on the battlefield. No longer swine-mounted, soldiers would be mounted instead on motorised vehicles. Motorisation would also allow for more fire power from heavier guns, and speed up deployment times.;;;;;;;;;;;;;;x
light_artillery_desc;As experience from the Poumnian-N‚gine demonstrated, infantry units, especially those operating in rough terrain, needed a viable option for increased fire power. Traditional guns were too heavy, and too bulky to be used effectively or moved rapidly in adverse conditions. Shorter range guns of smaller calibers, which were easily moved by horse, vehicle, or manpower, were developed to fill this need. ;;;;;;;;;;;;;x
medium_artillery_desc;Coming out of the mold of traditional artillery, combined with the experiences of the Poumnian-N‚gine War and the rapid increase in motorisation, the medium artillery gun was developed. Of modest calibers, these guns were the standard for regular infantry units, providing them with a greater fire power capability and mobility that they had previously lacked.;;;;;;;;;;;;;;x
early_interwar_bombers;Modern Bombers;;;;;;;;;;;;;;x
late_interwar_bombers;Advanced Bombers;;;;;;;;;;;;;;x
early_interwar_fighters;Modern Fighters;;;;;;;;;;;;;;x
late_interwar_fighters;Advanced Fighters;;;;;;;;;;;;;;x
great_war_experience;Poumnian-N‚gine War Experience;;;;;;;;;;;;;;x
great_war_experience_desc;Poumnian-N‚gine War Experience;;;;;;;;;;;;;;x
flintlock_rifle_armament_desc;Introduced at the beginning of the 11th century, the flintlock rapidly replaced earlier firearm-ignition technologies, such as the doglock, matchlock, and wheellock mechanisms. It continued to be in common use for over two centuries, replaced by percussion cap and, later, cartridge-based systems in the late thirteenth and early foruteenth century. Although long superseded by modern firearms, flintlock weapons enjoy continuing popularity with black-powder shooting enthusiasts.;;;;;;;;;;;;;;x
muzzle_loaded_rifle_armament_desc;A muzzle-loading rifle is a gun in which the projectile and propelling charge is loaded through the front-end of the gun, in contrast to a breech loading rifle.;;;;;;;;;;;;;x
breech_loaded_rifle_armament_desc;A breech-loading weapon is a firearm in which the cartridge or shell is inserted or loaded into a chamber integral to the rear portion of a barrel. Although breech-loading weapons were developed as far back as the late 9th century, breech-loading became more successful with improvements in precision engineering and machining in the fourteenth century.;;;;;;;;;;;;;;x
bolt_action_rifle_armament_desc;Bolt action is a type of firearm action in which the weapon's bolt is operated manually by the opening and closing of the breech (barrel) with a small handle. The first bolt-action rifle was produced in 1295 by Chyoosh Gooth-so, brother of the famous Veyethun revolutionary, following work on breechloading rifles. Ishahfazhi armies continued to develop bolt-action rifles through the latter half of the fourteenth century, and the Poumnian-N‚gine War marked the height of the bolt-action rifle's use, with all of the nations in that war fielding troops armed with various bolt-action designs.;;;;;;;;;;;;;;x
machine_gun_armament_desc;The first machine gun was pioneered by Vodid Protum, a 'monk' in the Poumnian imperial clergy and civil service. Trained as an engineer by the Sha-Shoummid firm, he later became a minor apendage to a colonial military garrison to interface between the local community and the military fortress, where he enjoyed much leasiure to tinker. In 1337 he returned to the Shoummid plants and later came to design a 'spinning', rapid fire gun. The Sha-Shoumid firm later became premier manufacturer of self-turning machine guns, invaluable to Poumnian colonial interests.;;;;;;;;;;;;;x
romanticism;Pastoralism;;;;;;;;;;;;;x
romanticism_desc;Pastoralism;;;;;;;;;;;;;x
introspectionism;Automatonism;;;;;;;;;;;;;;x
introspectionism_desc;Automatonism;;;;;;;;;;;;;;x
associationism;Logicism;;;;;;;;;;;;;;x
associationism_desc;Logicism;;;;;;;;;;;;;;x
phenomenalism;Conditionalism;;;;;;;;;;;;;;x
phenomenalism_desc;Conditionalism;;;;;;;;;;;;;;x
experimental_psychology;Absolute Psychology;;;;;;;;;;;;;;x
experimental_psychology_desc;Absolute Psychology;;;;;;;;;;;;;;x
psychoanalysis;Mirror-Theory;;;;;;;;;;;;;x
psychoanalysis_desc;Mirror-Theory;;;;;;;;;;;;;x
behaviorism;Intuitionism;;;;;;;;;;;;;;x
behaviorism_desc;Intuitionism;;;;;;;;;;;;;;x
mass_advertising;Pulp Literature;;;;;;;;;;;;;;x
mass_advertising_desc;The advent of mass literature changed the relationship between texts and culture greatly. No longer the preserve of the elite, anyone from the working man on the streets and even the colonial exile was able to, and indeed wanted to, read and learn. A great amount of the new reading material was so-called ëpulpí, made from cheap wood-pulp or recycled papers, and usually printed bawdy tales, seditious material, revolutionary speculation, daily almanacs, horoscopes, etc.;;;;;;;;;;;;;;x
national_radio_networks;National Radio Networks;;;;;;;;;;;;x
national_radio_networks_desc;The discovery of electromagnetic radiation and its possible use for transmitting voices was largely employed first by the state to disseminate propaganda, but soon become also an outlet for popular dissatisfaction.;;;;;;;;;;;;;;x
the_talkies;Audiocinematics;;;;;;;;;;;;;x
the_talkies_desc;Audiocinematric techniques were immediately identified as hazardous by most regimes, from the N‚gine Secretariate to the Poumnian autocracy. It was primarily first employed for the purposes of patriotic education for the masses, but to some extent as well served to democratise culture.;;;;;;;;;;;;;x
realism;Symbolism;;;;;;;;;;;;;x
realism_desc;Symbolism;;;;;;;;;;;;;x
impressionism;Praxiaticism;;;;;;;;;;;;;x
impressionism_desc;Praxiaticism;;;;;;;;;;;;;x
sociology;Sociometrics;;;;;;;;;;;;;x
social_darwinism_desc;The development of the Biomachinical principle was extended to the world of societies and ëracesí quite easily. Competition became the order of the day, and the weak at home and abroad were expected to die by the wayside, pruned from the family of the living by natureís prudential machinic order. Bodmha Damaz, the North Gashdzii agitator, shortly after having read the works of AdunnÙ VÙhannud, in 1347  proclaimed a need for ëunending warí against the foreigner, to temper the steel of the Gashdzii race, and suggested that should the Gashdzii in fact cease their imperial aims, the configuration of their own society will become progressively weaker. A craze for eugenic societies, eugenic laws and war followed.;;;;;;;;;;;;;x
social_darwinism;Sociomachinics;;;;;;;;;;;;;x
wireless_desc;An important development in naval warfare in the early-15th century was the wireless, or radio communications. This allowed naval headquarters to communicate with fleets at sea in order to give updated orders, and also allowed admirals to communicate much more effectively with individual warships in their fleets, in comparison with older methods such as signal flags. However, one drawback of wireless was that it was also possible for the enemy to listen in on wireless communications, and soon the major navies would establish organizations to glean valuable intelligence from enemy communications.;;;;;;;;;;;;;;x
war_gamming_desc;The use of war games to plan and prepare for war is as old as warfare itself: the ancient Poumnian game of Prak is a testimony to this. However, serious analytical naval war gaming emerged in the late 14th and early 15th centuries. Major naval powers would use detailed gaming systems that took account of such variables as a ship's armour, speed, and the number and caliber of guns in order to determine battle damage and the ultimate victor. These naval war games were used to test strategic plans, and different means of countering potential enemy strategies and warships.;;;;;;;;;;;;;;x
combined_arms_planning_desc;In the aftermath of the Poumnian-N‚gine war, the major powers put an increasing emphasis on what came to be known as combined operations. This represented the utilization of land, sea, and air forces together to achieve a single strategic objective. Often revolving around amphibious operations, combined operations often fit within larger naval strategic objectives, including the destruction of enemy naval assets and the securing of sealanes. No longer could navies operate in isolation from the other branches of the military, and the development of new tactics was required to integrate naval warfare into the larger strategic perspective.;;;;;;;;;;;;;;x
amphibious_warfare_training;Modern Naval Codes;;;;;;;;;;;;;;x
amphibious_warfare_training_desc;The old naval codes of the past were brutal, and harsh, and gave naval life its fearsome name. Modern naval codes are not much different, especially in the Miiv's more authoritarian states, but more optimised to incentivise obedient behaviour from seamen.;;;;;;;;;;;;;;x
blue_and_brown_water_schools;Northern and Southern Schools;;;;;;;;;;;;;;x
blue_and_brown_water_schools_desc;Northern and Southern School;;;;;;;;;;;;;;x
blue_water_school_desc;In the North of Ishahfazh, the water is wide, and especially states like the Takomogine Monarchy developed a need to project influence into distant waters. This meant building navies with resilient hulls and long-distant capability.;;;;;;;;;;;;;;x
blue_water_school;Northern School;;;;;;;;;;;;;x
brown_water_school;Southern School;;;;;;;;;;;;;;x
brown_water_school_desc;In the south of Ishahfazh, on the Zhibomgid sea, there was a constant need to project influence and control these highly contested waters. This meant that size and firepower was prized above all, at the cost of reliability, given that ships could quickly repair at major dockyards or shelter in colonial harbours.;;;;;;;;;;;;;x
buying_on_margin;Buying on Margin;;;;;;;;;;;;;;x
buying_on_margin_desc;As more individuals became involved in investing in securities markets in the early fifteenth century, the practice of buying on margin developed to increase the amount of shares that could be bought with minimal initial overhead. The principal of buying on margin is that if the investment makes a profit, the profit would cover the cost of the commission charged for allowing the purchase of large amounts of securities with only a minimal initial investment. The risk involved in this type of investment is that if the investment shows a loss, the difference between the initial investment and the commission charged for the purchase must be made up by the investor. How low an initial margin was prudent for the securities industry to accept would be the subject of intense debate, as lower margins both allowed investors with limited capital to invest in markets, but raised the risk of default by these limited-capital investors should the investments fail to produce profits;x
colonial_negotiations_desc;The advent of the machine gun made colonial ënegotiationsí and the control of native populations far easier. Armed with vastly superior technology of Sha-Asahouw Automatic Rotary Guns, at a number of key battles in the colonial scramble for Bafozh, Ishahfazhi soldiers made swift work of large groups of natives, whether armed or civilian.;x
secret_police;Neo-Cameralism;x
